,#hurricanecindy,hurricane cindy,#hurricanedon,hurricane don,#hurricanefranklin,hurricane franklin,#hurricanegert,hurricane gert,#hurricaneharvey,hurricane harvey,#hurricaneirma,hurricane irma,#hurricanejose,hurricane jose,#hurricanekatia,hurricane katia,#hurricanelee,hurricane lee,#hurricanemaria,hurricane maria,#hurricanenate,hurricane nate,#hurricaneophelia,hurricane ophelia
2018-04-12,,,,,,,,,16.0,19.0,7.0,17.0,,,,,,,15.0,32.0,,,,0.0
2018-04-13,,,,,,,,,4.0,21.0,2.0,13.0,,,,,,,5.0,24.0,,,,0.0
2018-04-14,,,,,,,,,5.0,25.0,0.0,0.0,,,,,,,4.0,14.0,,,,0.0
2018-04-15,,,,,,,,,2.0,15.0,0.0,0.0,,,,,,,6.0,6.0,,,,0.0
2018-04-16,,,,,,,,,9.0,22.0,1.0,0.0,,,,,,,8.0,27.0,,,,0.0
2018-04-17,,,,,,,,,8.0,46.0,2.0,23.0,,,,,,,11.0,28.0,,,,0.0
2018-04-18,,,,,,,,,4.0,45.0,1.0,21.0,,,,,,,36.0,171.0,,,,0.0
2018-04-19,,,,,,,,,5.0,42.0,4.0,17.0,,,,,,,17.0,76.0,,,,0.0
2018-04-20,,,,,,,,,3.0,30.0,1.0,8.0,,,,,,,7.0,31.0,,,,0.0
2018-04-21,,,,,,,,,2.0,15.0,0.0,7.0,,,,,,,9.0,21.0,,,,0.0
2018-04-22,,,,,,,,,2.0,14.0,0.0,0.0,,,,,,,2.0,11.0,,,,0.0
2018-04-23,,,,,,,,,3.0,44.0,0.0,21.0,,,,,,,6.0,36.0,,,,0.0
2018-04-24,,,,,,,,,5.0,28.0,2.0,13.0,,,,,,,4.0,22.0,,,,0.0
2018-04-25,,,,,,,,,6.0,10.0,2.0,14.0,,,,,,,7.0,18.0,,,,0.0
2018-04-26,,,,,,,,,2.0,27.0,0.0,0.0,,,,,,,8.0,19.0,,,,0.0
2018-04-27,,,,,,,,,4.0,22.0,0.0,10.0,,,,,,,9.0,14.0,,,,0.0
2018-04-28,,,,,,,,,4.0,18.0,1.0,15.0,,,,,,,3.0,24.0,,,,0.0
2018-04-29,,,,,,,,,4.0,21.0,0.0,17.0,,,,,,,1.0,29.0,,,,0.0
2018-04-30,,,,,,,,,4.0,25.0,1.0,0.0,,,,,,,5.0,29.0,,,,0.0
2018-05-01,,,,,,,,,4.0,15.0,5.0,11.0,,,,,,,13.0,37.0,,,,0.0
2018-05-02,,,,,,,,,3.0,24.0,3.0,14.0,,,,,,,8.0,93.0,,,,0.0
2018-05-03,,,,,,,,,4.0,25.0,1.0,7.0,,,,,,,4.0,28.0,,,,0.0
2018-05-04,,,,,,,,,3.0,13.0,0.0,0.0,,,,,,,3.0,30.0,,,,0.0
2018-05-05,,,,,,,,,1.0,18.0,0.0,0.0,,,,,,,8.0,14.0,,,,0.0
2018-05-06,,,,,,,,,2.0,14.0,0.0,4.0,,,,,,,12.0,6.0,,,,0.0
2018-05-07,,,,,,,,,6.0,26.0,1.0,11.0,,,,,,,7.0,15.0,,,,0.0
2018-05-08,,,,,,,,,4.0,19.0,0.0,4.0,,,,,,,9.0,18.0,,,,0.0
2018-05-09,,,,,,,,,6.0,23.0,0.0,9.0,,,,,,,5.0,12.0,,,,0.0
2018-05-10,,,,,,,,,7.0,37.0,0.0,13.0,,,,,,,3.0,8.0,,,,0.0
2018-05-11,,,,,,,,,10.0,33.0,3.0,11.0,,,,,,,5.0,25.0,,,,0.0
2018-05-12,,,,,,,,,1.0,12.0,0.0,11.0,,,,,,,2.0,7.0,,,,0.0
2018-05-13,,,,,,,,,0.0,6.0,0.0,4.0,,,,,,,0.0,8.0,,,,
2018-05-14,,,,,,,,,8.0,26.0,0.0,4.0,,,,,,,2.0,12.0,,,,
2018-05-15,,,,,,,,,6.0,21.0,0.0,7.0,,,,,,,6.0,13.0,,,,
2018-05-16,,,,,,,,,3.0,43.0,2.0,11.0,,,,,,,5.0,18.0,,,,
2018-05-17,,,,,,,,,7.0,25.0,3.0,15.0,,,,,,,5.0,9.0,,,,
2018-05-18,,,,,,,,,3.0,23.0,2.0,6.0,,,,,,,11.0,11.0,,,,
2018-05-19,,,,,,,,,5.0,35.0,1.0,0.0,,,,,,,2.0,4.0,,,,
2018-05-20,,,,,,,,,2.0,25.0,0.0,0.0,,,,,,,3.0,12.0,,,,
2018-05-21,,,,,,,,,3.0,22.0,1.0,9.0,,,,,,,4.0,11.0,,,,
2018-05-22,,,,,,,,,3.0,20.0,3.0,17.0,,,,,,,13.0,13.0,,,,
2018-05-23,,,,,,,,,7.0,22.0,3.0,15.0,,,,,,,6.0,16.0,,,,
2018-05-24,,,,,,,,,7.0,29.0,2.0,7.0,,,,,,,9.0,8.0,,,,
2018-05-25,,,,,,,,,5.0,33.0,0.0,11.0,,,,,,,5.0,5.0,,,,
2018-05-26,,,,,,,,,4.0,15.0,1.0,5.0,,,,,,,2.0,14.0,,,,
2018-05-27,,,,,,,,,1.0,18.0,0.0,9.0,,,,,,,0.0,12.0,,,,
2018-05-28,,,,,,,,,0.0,17.0,0.0,9.0,,,,,,,1.0,5.0,,,,
2018-05-29,,,,,,,,,10.0,19.0,4.0,13.0,,,,,,,168.0,1124.0,,,,
2018-05-30,,,,,,,,,9.0,28.0,2.0,9.0,,,,,,,79.0,545.0,,,,
2018-05-31,,,,,,,,,5.0,30.0,5.0,8.0,,,,,,,66.0,296.0,,,,
2018-06-01,,,,,,,,,4.0,30.0,4.0,24.0,,,,,,,62.0,268.0,,,,
2018-06-02,,,,,,,,,3.0,10.0,0.0,9.0,,,,,,,40.0,211.0,,,,
2018-06-03,,,,,,,,,1.0,7.0,1.0,5.0,,,,,,,45.0,190.0,,,,
2018-06-04,,,,,,,,,9.0,39.0,0.0,15.0,,,,,,,34.0,256.0,,,,
2018-06-05,,,,,,,,,4.0,28.0,1.0,0.0,,,,,,,31.0,141.0,,,,
2018-06-06,,,,,,,,,13.0,27.0,4.0,15.0,,,,,,,34.0,158.0,,,,
2018-06-07,,,,,,,,,17.0,86.0,3.0,10.0,,,,,,,25.0,150.0,,,,
2018-06-08,,,,,,,,,6.0,44.0,0.0,0.0,,,,,,,15.0,67.0,,,,
2018-06-09,,,,,,,,,2.0,20.0,0.0,0.0,,,,,,,11.0,64.0,,,,
2018-06-10,,,,,,,,,0.0,16.0,0.0,0.0,,,,,,,9.0,87.0,,,,
2018-06-11,,,,,,,,,5.0,42.0,1.0,17.0,,,,,,,13.0,63.0,,,,
2018-06-12,,,,,,,,,4.0,28.0,3.0,11.0,,,,,,,18.0,81.0,,,,
2018-06-13,,,,,,,,,1.0,9.0,2.0,18.0,,,,,,,12.0,94.0,,,,
2018-06-14,,,,,,,,,6.0,8.0,0.0,6.0,,,,,,,9.0,68.0,,,,
2018-06-15,,,,,,,,,4.0,19.0,0.0,0.0,,,,,,,12.0,43.0,,,,
2018-06-16,,,,,,,,,1.0,10.0,0.0,0.0,,,,,,,9.0,25.0,,,,
2018-06-17,,,,,,,,,1.0,9.0,0.0,16.0,,,,,,,10.0,24.0,,,,
2018-06-18,,,,,,,,,4.0,15.0,1.0,12.0,,,,,,,14.0,35.0,,,,
2018-06-19,,,,,,,,,4.0,18.0,0.0,0.0,,,,,,,8.0,45.0,,,,
2018-06-20,,,,,,,,,4.0,35.0,0.0,0.0,,,,,,,6.0,25.0,,,,
2018-06-21,,,,,,,,,5.0,34.0,3.0,0.0,,,,,,,7.0,35.0,,,,
2018-06-22,,,,,,,,,3.0,31.0,0.0,14.0,,,,,,,10.0,31.0,,,,
2018-06-23,,,,,,,,,0.0,14.0,0.0,9.0,,,,,,,3.0,29.0,,,,
2018-06-24,,,,,,,,,0.0,8.0,0.0,0.0,,,,,,,4.0,18.0,,,,
2018-06-25,,,,,,,,,6.0,24.0,0.0,7.0,,,,,,,8.0,23.0,,,,
2018-06-26,,,,,,,,,1.0,25.0,0.0,9.0,,,,,,,7.0,24.0,,,,
2018-06-27,,,,,,,,,0.0,11.0,0.0,0.0,,,,,,,6.0,23.0,,,,
2018-06-28,,,,,,,,,1.0,14.0,2.0,0.0,,,,,,,1.0,24.0,,,,
2018-06-29,,,,,,,,,3.0,19.0,0.0,0.0,,,,,,,5.0,23.0,,,,
2018-06-30,,,,,,,,,3.0,0.0,1.0,0.0,,,,,,,5.0,25.0,,,,
2018-07-01,,,,,,,,,7.0,18.0,0.0,0.0,,,,,,,7.0,52.0,,,,
2018-07-02,,,,,,,,,3.0,13.0,0.0,0.0,,,,,,,9.0,33.0,,,,
2018-07-03,,,,,,,,,4.0,14.0,2.0,0.0,,,,,,,11.0,78.0,,,,
2018-07-04,,,,,,,,,3.0,30.0,0.0,0.0,,,,,,,3.0,18.0,,,,
2018-07-05,,,,,,,,,4.0,27.0,1.0,16.0,,,,,,,10.0,14.0,,,,
2018-07-06,,,,,,,,,7.0,19.0,4.0,14.0,,,,,,,13.0,37.0,,,,
2018-07-07,,,,,,,,,0.0,9.0,0.0,9.0,,,,,,,6.0,19.0,,,,
2018-07-08,,,,,,,,,2.0,8.0,0.0,10.0,,,,,,,2.0,18.0,,,,
2018-07-09,,,,,,,,,5.0,20.0,0.0,7.0,,,,,,,202.0,27.0,,,,
2018-07-10,,,,,,,,,4.0,30.0,0.0,22.0,,,,,,,141.0,13.0,,,,
2018-07-11,,,,,,,,,5.0,13.0,2.0,9.0,,,,,,,58.0,47.0,,,,
2018-07-12,,,,,,,,,4.0,13.0,0.0,10.0,,,,,,,6.0,42.0,,,,
2018-07-13,,,,,,,,,2.0,15.0,2.0,11.0,,,,,,,8.0,56.0,,,,
2018-07-14,,,,,,,,,0.0,8.0,0.0,0.0,,,,,,,2.0,27.0,,,,
2018-07-15,,,,,,,,,0.0,7.0,0.0,0.0,,,,,,,1.0,8.0,,,,
2018-07-16,,,,,,,,,1.0,13.0,0.0,0.0,,,,,,,2.0,14.0,,,,
2018-07-17,,,,,,,,,1.0,19.0,0.0,0.0,,,,,,,11.0,21.0,,,,
2018-07-18,,,,,,,,,3.0,16.0,0.0,9.0,,,,,,,6.0,29.0,,,,
2018-07-19,,,,,,,,,4.0,16.0,0.0,4.0,,,,,,,4.0,17.0,,,,
2018-07-20,,,,,,,,,2.0,6.0,0.0,0.0,,,,,,,4.0,11.0,,,,
2018-07-21,,,,,,,,,1.0,8.0,0.0,0.0,,,,,,,9.0,13.0,,,,
2018-07-22,,,,,,,,,2.0,5.0,0.0,0.0,,,,,,,1.0,9.0,,,,
2018-07-23,,,,,,,,,1.0,9.0,0.0,9.0,,,,,,,4.0,41.0,,,,
2018-07-24,,,,,,,,,3.0,8.0,0.0,0.0,,,,,,,3.0,15.0,,,,
2018-07-25,,,,,,,,,7.0,0.0,0.0,0.0,,,,,,,5.0,18.0,,,,
2018-07-26,,,,,,,,,4.0,13.0,0.0,7.0,,,,,,,3.0,12.0,,,,
2018-07-27,,,,,,,,,2.0,14.0,0.0,0.0,,,,,,,1.0,29.0,,,,
2018-07-28,,,,,,,,,1.0,9.0,0.0,6.0,,,,,,,2.0,17.0,,,,
2018-07-29,,,,,,,,,0.0,0.0,1.0,7.0,,,,,,,4.0,14.0,,,,
2018-07-30,,,,,,,,,1.0,16.0,1.0,8.0,,,,,,,6.0,9.0,,,,
2018-07-31,,,,,,,,,3.0,15.0,0.0,14.0,,,,,,,6.0,15.0,,,,
2018-08-01,,,,,,,,,3.0,17.0,0.0,6.0,,,,,,,3.0,16.0,,,,
2018-08-02,,,,,,,,,4.0,14.0,0.0,17.0,,,,,,,2.0,42.0,,,,
2018-08-03,,,,,,,,,8.0,47.0,2.0,13.0,,,,,,,3.0,25.0,,,,
2018-08-04,,,,,,,,,2.0,29.0,0.0,0.0,,,,,,,7.0,11.0,,,,
2018-08-05,,,,,,,,,0.0,16.0,0.0,0.0,,,,,,,4.0,9.0,,,,
2018-08-06,,,,,,,,,1.0,22.0,3.0,6.0,,,,,,,1.0,10.0,,,,
2018-08-07,,,,,,,,,0.0,16.0,4.0,11.0,,,,,,,4.0,16.0,,,,
2018-08-08,,,,,,,,,6.0,28.0,0.0,8.0,,,,,,,2.0,14.0,,,,
2018-08-09,,,,,,,,,4.0,19.0,3.0,0.0,,,,,,,42.0,313.0,,,,
2018-08-10,,,,,,,,,2.0,8.0,0.0,0.0,,,,,,,13.0,44.0,,,,
2018-08-11,,,,,,,,,0.0,10.0,0.0,7.0,,,,,,,11.0,47.0,,,,
2018-08-12,,,,,,,,,4.0,3.0,1.0,5.0,,,,,,,3.0,33.0,,,,
2018-08-13,,,,,,,,,3.0,29.0,1.0,5.0,,,,,,,11.0,44.0,,,,
2018-08-14,,,,,,,,,11.0,17.0,0.0,14.0,,,,,,,11.0,64.0,,,,
2018-08-15,,,,,,,,,12.0,23.0,0.0,10.0,,,,,,,12.0,72.0,,,,
2018-08-16,,,,,,,,,8.0,35.0,0.0,10.0,,,,,,,4.0,25.0,,,,
2018-08-17,,,,,,,,,8.0,24.0,0.0,5.0,,,,,,,4.0,23.0,,,,
2018-08-18,,,,,,,,,,,0.0,3.0,,,,,,,1.0,17.0,,,,
2018-08-19,,,,,,,,,,,0.0,0.0,,,,,,,5.0,12.0,,,,
2018-08-20,,,,,,,,,,,0.0,0.0,,,,,,,2.0,32.0,,,,
2018-08-21,,,,,,,,,,,0.0,15.0,,,,,,,5.0,15.0,,,,
2018-08-22,,,,,,,,,,,0.0,13.0,,,,,,,4.0,25.0,,,,
2018-08-23,,,,,,,,,,,0.0,9.0,,,,,,,10.0,29.0,,,,
2018-08-24,,,,,,,,,,,1.0,0.0,,,,,,,11.0,15.0,,,,
2018-08-25,,,,,,,,,,,0.0,0.0,,,,,,,2.0,8.0,,,,
2018-08-26,,,,,,,,,,,0.0,0.0,,,,,,,0.0,6.0,,,,
2018-08-27,,,,,,,,,,,0.0,5.0,,,,,,,2.0,16.0,,,,
2018-08-28,,,,,,,,,,,4.0,11.0,,,,,,,110.0,734.0,,,,
2018-08-29,,,,,,,,,,,3.0,19.0,,,,,,,81.0,505.0,,,,
2018-08-30,,,,,,,,,,,2.0,11.0,,,,,,,41.0,191.0,,,,
2018-08-31,,,,,,,,,,,,,,,,,,,18.0,71.0,,,,
2018-09-01,,,,,,,,,,,,,,,,,,,3.0,32.0,,,,
2018-09-02,,,,,,,,,,,,,,,,,,,6.0,62.0,,,,
2018-09-03,,,,,,,,,,,,,,,,,,,7.0,72.0,,,,
2018-09-04,,,,,,,,,,,,,,,,,,,6.0,44.0,,,,
2018-09-05,,,,,,,,,,,,,,,,,,,9.0,32.0,,,,
2018-09-06,,,,,,,,,,,,,,,,,,,12.0,26.0,,,,
2018-09-07,,,,,,,,,,,,,,,,,,,6.0,25.0,,,,
2018-09-08,,,,,,,,,,,,,,,,,,,8.0,14.0,,,,
2018-09-09,,,,,,,,,,,,,,,,,,,7.0,20.0,,,,
2018-09-10,,,,,,,,,,,,,,,,,,,10.0,58.0,,,,
2018-09-11,,,,,,,,,,,,,,,,,,,82.0,390.0,,,,
2018-09-12,,,,,,,,,,,,,,,,,,,126.0,568.0,,,,
2018-09-13,,,,,,,,,,,,,,,,,,,290.0,1469.0,,,,
2018-09-14,,,,,,,,,,,,,,,,,,,111.0,574.0,,,,
2018-09-15,,,,,,,,,,,,,,,,,,,43.0,287.0,,,,
2018-09-16,,,,,,,,,,,,,,,,,,,36.0,186.0,,,,
