,#hurricanecindy,hurricane cindy,#hurricanedon,hurricane don,#hurricanefranklin,hurricane franklin,#hurricanegert,hurricane gert,#hurricaneharvey,hurricane harvey,#hurricaneirma,hurricane irma,#hurricanejose,hurricane jose,#hurricanekatia,hurricane katia,#hurricanelee,hurricane lee,#hurricanemaria,hurricane maria,#hurricanenate,hurricane nate,#hurricaneophelia,hurricane ophelia
2018-05-13,,,,,,,,,,1.2980323063366628e-07,,9.364375924285924e-07,,,,,,,,5.655712191895459e-07,,,,
2018-05-14,,,,,,,,,5.153836212888997e-08,2.0082258475504781e-07,,2.8192401321381713e-07,,,,,,,4.0494427386984974e-08,2.6647612207881345e-07,,,,
2018-05-15,,,,,,,,,4.482927516640099e-08,1.341882444019474e-07,,2.3147472159335925e-07,,,,,,,3.202091083314356e-08,2.8515001935413823e-07,,,,
2018-05-16,,,,,,,,,4.087202007976951e-08,7.676140411489565e-06,2.0436010039884755e-08,3.103272378250893e-07,,,,,,,5.449602677302602e-08,4.993771643162357e-07,,,,
2018-05-17,,,,,,,,,4.448448382572912e-08,2.420289683684572e-06,1.3687533484839728e-08,2.2197923134385127e-07,,,,,,,7.528143416661851e-08,2.3630047207571266e-07,,,,
2018-05-18,,,,,,,,,3.685502693537917e-08,3.924831033308173e-07,1.6752284970626894e-08,8.4103522142318e-08,,,,,,,6.36586828883822e-08,2.2077174562358474e-07,,,,
2018-05-19,,,,,,,,,7.932308906405814e-08,1.2692946864128524e-06,1.4422379829828754e-08,,,,,,,,2.163356974474313e-08,4.004322522611975e-07,,,,
2018-05-20,,,,,,,,,3.2714894672139276e-08,6.517293970560814e-07,,,,,,,,,2.944340520492535e-08,2.7441237770782374e-07,,,,
2018-05-21,,,,,,,,,4.332757509860273e-08,4.95541775198669e-07,2.5274418807518258e-08,1.929208437796345e-07,,,,,,,8.304451893898856e-08,4.2745206562938625e-07,,,,
2018-05-22,,,,,,,,,3.397477943403317e-08,3.124165472128157e-07,1.5099901970681412e-08,3.994186236518277e-07,,,,,,,1.1702424027278093e-07,5.378310179866195e-07,,,,
2018-05-23,,,,,,,,,7.04806511842389e-08,8.660054436791515e-07,2.5966555699456436e-08,2.485396789034336e-07,,,,,,,1.2241376258315178e-07,4.854290603582688e-07,,,,
2018-05-24,,,,,,,,,6.27262735010902e-08,1.0624918325769878e-06,4.4277369530181316e-08,3.361337797607198e-07,,,,,,,6.27262735010902e-08,2.1249836651539758e-07,,,,
2018-05-25,,,,,,,,,7.76221777832667e-08,6.259121984430727e-07,,2.3573316564739101e-07,,,,,,,6.985996000494003e-08,1.4631713729838064e-07,,,,
2018-05-26,,,,,,,,,4.97926693414763e-08,2.4785690095750423e-07,1.659755644715877e-08,6.435582691528181e-07,,,,,,,2.0746945558948462e-08,7.479190695559777e-07,,,,
2018-05-27,,,,,,,,,1.5170777499198896e-08,1.508186388087601e-07,,4.881761203546708e-07,,,,,,,,6.786838746394204e-07,,,,
2018-05-28,,,,,,,,,1.863342692866413e-08,2.5368525842925083e-07,,5.034676667288209e-07,,,,,,,2.608679770012978e-08,1.6391970544659284e-07,,,,
2018-05-29,,,,,,,,,1.219887108510126e-07,3.6853222703218403e-07,5.925165955620612e-08,1.7879286261957443e-07,,,,,,,3.1612503069105266e-06,5.810038268349967e-05,,,,
2018-05-30,,,,,,,,,8.558987197071098e-08,1.4675226154757137e-06,3.9228691319909194e-08,2.3525171698465642e-07,,,,,,,2.2645653625583944e-06,4.410036154902845e-05,,,,
2018-05-31,,,,,,,,,8.27815832831533e-08,3.1311371466967256e-07,2.8793594185444625e-08,1.6976044771247307e-07,,,,,,,1.2417237492472993e-06,2.061269080668784e-05,,,,
2018-06-01,,,,,,,,,7.209760193889425e-08,3.698518825134714e-07,5.312454879707997e-08,3.2212905896334604e-07,,,,,,,8.765550551518196e-07,1.4631022320075929e-05,,,,
2018-06-02,,,,,,,,,4.9759430362666176e-08,4.34696366826458e-07,,1.1736801904314366e-07,,,,,,,8.624967929528803e-07,1.867020895519637e-05,,,,
2018-06-03,,,,,,,,,3.629247861728818e-08,2.0724388606005213e-07,1.6129990496572526e-08,8.458934124900087e-08,,,,,,,5.847121555007541e-07,1.5843583615937862e-05,,,,
2018-06-04,,,,,,,,,8.007313132465969e-08,5.114655634951172e-07,,1.318622155885849e-07,,,,,,,3.8511363160907754e-07,8.718889527705824e-06,,,,
2018-06-05,,,,,,,,,8.708584737777076e-08,2.469696266380436e-07,1.8142884870368905e-08,,,,,,,,2.757718500296074e-07,4.209882250999267e-06,,,,
2018-06-06,,,,,,,,,1.395224426567075e-07,3.9245864397781675e-07,3.3044789050272826e-08,3.3474413751049073e-07,,,,,,,5.470748409434056e-07,4.151596831882983e-06,,,,
2018-06-07,,,,,,,,,2.025751419570629e-07,2.496557277001911e-06,2.625974062406371e-08,3.066637285136206e-07,,,,,,,5.064378548926573e-07,4.320813303031654e-06,,,,
2018-06-08,,,,,,,,,7.052339202638923e-08,1.931063639099763e-06,,,,,,,,,1.744526013284365e-07,1.8883238000049997e-06,,,,
2018-06-09,,,,,,,,,4.160155745581116e-08,4.24112836366484e-06,,,,,,,,,9.984373789394678e-08,1.4253329649726647e-06,,,,
2018-06-10,,,,,,,,,6.673549556312788e-08,9.131556145214597e-07,,,,,,,,,2.1198333884758263e-07,2.9944922854577596e-06,,,,
2018-06-11,,,,,,,,,5.522326794843185e-08,5.285020581297485e-07,1.4726204786248493e-08,1.967416420774976e-07,,,,,,,1.583067014521713e-07,1.589363853645667e-06,,,,
2018-06-12,,,,,,,,,4.338000798062007e-08,3.1051963028987515e-07,2.892000532041338e-08,2.385699598568553e-07,,,,,,,2.530500465536171e-07,2.718940177416224e-06,,,,
2018-06-13,,,,,,,,,2.993660422616988e-08,1.3330129188476555e-07,4.4904906339254815e-08,1.9211068536333858e-07,,,,,,,2.058141540549179e-07,2.309248850591968e-06,,,,
2018-06-14,,,,,,,,,5.874925631244144e-08,9.611696976935218e-08,,1.191850425139967e-07,,,,,,,2.3499702524976575e-07,2.472128462467738e-06,,,,
2018-06-15,,,,,,,,,3.418823847331099e-08,3.502215093339584e-07,,,,,,,,,1.5194772654804884e-07,1.930198091215566e-06,,,,
2018-06-16,,,,,,,,,5.39149284307112e-08,1.9127450650818682e-07,,,,,,,,,6.220953280466676e-08,2.4691799931056845e-06,,,,
2018-06-17,,,,,,,,,5.2233321231542466e-08,1.0952922867297095e-07,4.419742565745901e-08,7.540666127869923e-07,,,,,,,9.241279910195975e-08,1.5502598519866659e-06,,,,
2018-06-18,,,,,,,,,1.0033227523953785e-07,1.7380492799685482e-07,1.7298668144747907e-08,1.8466773599665826e-07,,,,,,,1.3838934515798326e-07,1.1912879439784424e-06,,,,
2018-06-19,,,,,,,,,5.159207005944466e-08,2.2655953143518714e-07,,,,,,,,,8.942625476970407e-08,1.7405525907084218e-06,,,,
2018-06-20,,,,,,,,,5.646154432280882e-08,3.81762135792285e-07,,,,,,,,,5.646154432280882e-08,1.0793456748309148e-06,,,,
2018-06-21,,,,,,,,,6.56829862798751e-08,4.88539233277625e-07,2.0741995667328978e-08,,,,,,,,1.0370997833664489e-07,1.1869693964078595e-06,,,,
2018-06-22,,,,,,,,,4.313837501947293e-08,2.8617732492943996e-07,2.5164052094692542e-08,1.0543375128979367e-07,,,,,,,6.830242711416547e-08,1.562678813759442e-06,,,,
2018-06-23,,,,,,,,,,8.954063655065309e-08,,7.32605208141707e-08,,,,,,,6.216180119320277e-08,1.8193029335519057e-06,,,,
2018-06-24,,,,,,,,,,7.587751366128707e-08,,,,,,,,,4.574250579085829e-08,4.792264020712868e-07,,,,
2018-06-25,,,,,,,,,6.096535432513453e-08,1.838837269119955e-07,,9.75709571369772e-08,,,,,,,8.248253820459377e-08,3.827783703066029e-07,,,,
2018-06-26,,,,,,,,,1.1656218403369562e-07,2.3306235949669184e-07,,7.768745316556395e-08,,,,,,,5.651499831936758e-08,1.8829958886320023e-06,,,,
2018-06-27,,,,,,,,,,1.6488396986001323e-07,,,,,,,,,5.815469368824737e-08,1.0394858969435617e-06,,,,
2018-06-28,,,,,,,,,3.080009130242176e-08,1.3258930569706827e-07,2.7377858935486014e-08,,,,,,,,3.080009130242176e-08,1.2112212250164614e-06,,,,
2018-06-29,,,,,,,,,4.567717218534581e-08,1.3155129432122562e-07,2.2838586092672906e-08,,,,,,,,7.612862030890969e-08,7.095797087629746e-07,,,,
2018-06-30,,,,,,,,,1.1488138222390645e-07,,1.6411626031986636e-08,,,,,,,,6.974941063594321e-08,1.973885792000172e-06,,,,
2018-07-01,,,,,,,,,1.268085861602306e-07,1.5795123481744673e-07,,,,,,,,,1.386968911127522e-07,6.072809317586571e-06,,,,
2018-07-02,,,,,,,,,4.1836245927769163e-08,1.2370685977163818e-07,,,,,,,,,4.5639541012111816e-08,1.1652388081715596e-06,,,,
2018-07-03,,,,,,,,,4.9609643467475036e-08,1.1199043243337635e-07,1.526450568230001e-08,,,,,,,,9.158703409380006e-08,2.4757884884378557e-06,,,,
2018-07-04,,,,,,,,,3.196795238347918e-08,1.243085795663767e-06,,,,,,,,,3.196795238347918e-08,1.012884722392699e-06,,,,
2018-07-05,,,,,,,,,7.111213613724409e-08,6.960123694573901e-07,3.200046126175984e-08,1.116597384156241e-07,,,,,,,7.82233497509685e-08,6.141285612859325e-07,,,,
2018-07-06,,,,,,,,,8.382972693339043e-08,2.356249275278626e-07,2.66730949333515e-08,1.996821419727649e-07,,,,,,,1.1050282186674193e-07,5.511227118448312e-07,,,,
2018-07-07,,,,,,,,,7.798976856330943e-08,1.63526258198787e-07,,1.6008360013144413e-06,,,,,,,2.380740303511551e-07,7.229581941420058e-07,,,,
2018-07-08,,,,,,,,,1.6346108312811747e-08,4.068007632712797e-07,,5.309820489014598e-07,,,,,,,2.1249940806655273e-07,5.566747286870144e-07,,,,
2018-07-09,,,,,,,,,3.6889233491712954e-08,1.6606701091997576e-07,,2.4485229051922006e-06,,,,,,,8.48452370309398e-07,7.955768430119769e-07,,,,
2018-07-10,,,,,,,,,5.5074257943767776e-08,2.4603871423012767e-07,6.608910953252133e-08,4.8746420256844045e-06,,,,,,,6.058168373814455e-07,2.691048436892021e-07,,,,
2018-07-11,,,,,,,,,4.339153282940094e-08,9.09359855712781e-08,1.8079805345583726e-08,6.820198917845858e-07,,,,,,,2.639651580455224e-07,1.11775482264696e-06,,,,
2018-07-12,,,,,,,,,2.9298569038111643e-08,9.970102844333445e-08,2.1973926778583733e-08,1.4955154266500167e-07,,,,,,,1.2818123954173845e-07,4.854673154202362e-06,,,,
2018-07-13,,,,,,,,,4.051413453258315e-08,1.041456916761475e-07,2.9464825114605923e-08,8.485945247686092e-08,,,,,,,1.804720538269613e-07,4.034681240490752e-06,,,,
2018-07-14,,,,,,,,,2.7826295574234845e-08,1.040839524507035e-07,,,,,,,,,1.9875925410167745e-08,1.3114578008788641e-06,,,,
2018-07-15,,,,,,,,,5.290344077970512e-08,1.5449354579444207e-07,,,,,,,,,1.8894085992751828e-08,7.288926263122395e-07,,,,
2018-07-16,,,,,,,,,5.101181614243688e-08,1.2449486298269674e-07,,,,,,,,,4.0809452913949506e-08,4.481815067377082e-07,,,,
2018-07-17,,,,,,,,,2.8160488000981505e-08,1.8788685835058334e-07,,,,,,,,,1.4080244000490755e-07,3.7945777274725654e-07,,,,
2018-07-18,,,,,,,,,3.242553076045274e-08,1.6211516771602055e-07,,7.766447569651218e-07,,,,,,,5.404255126742123e-08,6.522307910435245e-07,,,,
2018-07-19,,,,,,,,,4.052007083615641e-08,2.1201202709536834e-07,,3.970407052876898e-07,,,,,,,8.104014167231283e-08,4.5100740309378356e-07,,,,
2018-07-20,,,,,,,,,9.58979575764237e-08,1.0039941094460806e-07,,,,,,,,,5.370285624279727e-08,1.0762816853261984e-06,,,,
2018-07-21,,,,,,,,,2.4936493711953484e-08,9.147491274382311e-08,,,,,,,,,6.649731656520928e-08,1.3154963642206943e-06,,,,
2018-07-22,,,,,,,,,1.583962537702021e-08,8.71201564807446e-08,,,,,,,,,4.751887613106063e-08,1.667728709774254e-06,,,,
2018-07-23,,,,,,,,,1.7724237284063226e-08,8.903316911795941e-08,,7.419430759829951e-08,,,,,,,6.026240676581496e-08,1.4801764365860751e-06,,,,
2018-07-24,,,,,,,,,2.872798170774493e-08,9.768346370894764e-08,,,,,,,,,8.259294740976666e-08,2.419544254944703e-06,,,,
2018-07-25,,,,,,,,,4.043799019483141e-08,,,,,,,,,,8.455216131646569e-08,1.7469047598837467e-06,,,,
2018-07-26,,,,,,,,,4.952680565971001e-08,1.1566278422728309e-07,,7.577906552821995e-08,,,,,,,4.571705137819385e-08,7.099301928433237e-07,,,,
2018-07-27,,,,,,,,,2.453119606650448e-08,1.5843223951172793e-07,,,,,,,,,2.8619728744255227e-08,8.906461032010651e-07,,,,
2018-07-28,,,,,,,,,1.760647599991711e-08,1.6604804391668185e-07,,1.1069869594445457e-07,,,,,,,5.2819427999751325e-08,1.8080787004260914e-06,,,,
2018-07-29,,,,,,,,,,,8.893512122346166e-08,2.218811071387983e-07,,,,,,,1.4822520203910276e-07,1.1227184021223195e-06,,,,
2018-07-30,,,,,,,,,5.970061597782152e-08,2.5846987650734524e-07,2.388024639112861e-08,8.337737951849846e-08,,,,,,,6.766069810819773e-08,3.001585662665945e-07,,,,
2018-07-31,,,,,,,,,3.523812123226911e-08,3.6497388593392405e-07,,8.611743375968995e-08,,,,,,,9.788367008963643e-08,7.873593943743082e-07,,,,
2018-08-01,,,,,,,,,2.29725221527477e-08,2.2850671730172404e-07,,1.8841781952949175e-07,,,,,,,1.148626107637385e-07,9.46097987424682e-07,,,,
2018-08-02,,,,,,,,,3.846127396631595e-08,1.8131827232310587e-07,,1.3699602797745777e-07,,,,,,,4.230740136294755e-08,9.992651452473391e-07,,,,
2018-08-03,,,,,,,,,6.04286340792527e-08,8.020251184896081e-07,1.6114302421134056e-08,1.1397199052220746e-07,,,,,,,3.6257180447551625e-08,9.286606635142831e-07,,,,
2018-08-04,,,,,,,,,1.6794508424150618e-08,3.607081619705631e-07,,,,,,,,,1.0496567765094136e-07,2.815283215380005e-07,,,,
2018-08-05,,,,,,,,,,1.630082993076271e-07,,,,,,,,,1.0092436075340422e-07,1.0573511306440677e-07,,,,
2018-08-06,,,,,,,,,4.2962483854600925e-08,2.49576477922655e-07,1.952840175209133e-08,1.391082008093487e-07,,,,,,,4.2962483854600925e-08,5.032443735161732e-07,,,,
2018-08-07,,,,,,,,,,2.551740821311514e-07,2.6652275859157434e-08,1.0366447086578027e-07,,,,,,,7.614935959759267e-08,1.4114316417879313e-06,,,,
2018-08-08,,,,,,,,,2.03125526976603e-07,3.8939999578645115e-07,4.599068535319313e-08,8.028865892504148e-08,,,,,,,9.198137070638626e-08,2.4086597677512443e-07,,,,
2018-08-09,,,,,,,,,6.84497280840256e-08,3.026862291661417e-07,3.0422101370678044e-08,,,,,,,,3.42248640420128e-07,1.835234399996817e-05,,,,
2018-08-10,,,,,,,,,4.8785165231329866e-08,2.853026262656062e-07,2.8458013051609085e-08,,,,,,,,2.35794965284761e-07,6.212784055545066e-06,,,,
2018-08-11,,,,,,,,,,1.2190247053126162e-07,,7.970546150120951e-08,,,,,,,1.341733413394268e-07,4.0649785365616854e-06,,,,
2018-08-12,,,,,,,,,2.110288300792526e-08,9.295113849453618e-08,2.5323459609510313e-08,9.295113849453618e-08,,,,,,,9.70732618364562e-08,7.555599686198727e-06,,,,
2018-08-13,,,,,,,,,7.119241263540026e-08,3.4394709308017235e-07,1.9775670176500072e-08,1.864773396217802e-07,,,,,,,1.463399593061005e-07,1.0144367275424842e-05,,,,
2018-08-14,,,,,,,,,1.7639696844170037e-07,4.021169669298678e-07,,1.1489056197996224e-07,,,,,,,1.0191824843298244e-07,8.058752276023065e-06,,,,
2018-08-15,,,,,,,,,1.0861685554259524e-07,6.656810205864131e-07,,1.390346435402002e-07,,,,,,,1.4482247405679366e-07,1.1042721233904992e-05,,,,
2018-08-16,,,,,,,,,1.479409685013122e-07,4.4022706373892354e-07,1.5572733526453917e-08,8.152353032202288e-08,,,,,,,5.839775072420219e-08,1.6651181068273172e-05,,,,
2018-08-17,,,,,,,,,3.1678076883688193e-07,4.781584747278815e-07,,9.90778821508223e-08,,,,,,,3.70263236302849e-08,4.3163494745706065e-06,,,,
2018-08-18,,,,,,,,,,,1.7316957004571654e-08,8.61729583251881e-08,,,,,,,1.7316957004571654e-08,1.5148298989796223e-06,,,,
2018-08-19,,,,,,,,,,,,,,,,,,,2.9046243362207235e-08,4.782525209396888e-07,,,,
2018-08-20,,,,,,,,,,,,,,,,,,,3.5718927048675434e-08,7.648768071331746e-07,,,,
2018-08-21,,,,,,,,,,,,9.968305453823793e-08,,,,,,,2.6666960257200546e-08,5.183518835988372e-07,,,,
2018-08-22,,,,,,,,,,,,3.918036891123924e-07,,,,,,,3.438854441777808e-08,9.475252481595611e-07,,,,
2018-08-23,,,,,,,,,,,,9.008925966042794e-08,,,,,,,7.433957300452622e-08,2.239946592466095e-06,,,,
2018-08-24,,,,,,,,,,,1.8530146253923025e-08,,,,,,,,1.5194719928216881e-07,1.7685761004159036e-06,,,,
2018-08-25,,,,,,,,,,,,,,,,,,,5.162143626202986e-08,2.494749612334621e-07,,,,
2018-08-26,,,,,,,,,,,,,,,,,,,,1.7444569444475943e-07,,,,
2018-08-27,,,,,,,,,,,,8.408731020863432e-08,,,,,,,1.913086015312532e-08,2.8429519165776364e-07,,,,
2018-08-28,,,,,,,,,,,4.561763784070645e-08,1.073643643121012e-07,,,,,,,1.1290365365574846e-06,5.479559037854647e-05,,,,
2018-08-29,,,,,,,,,,,4.484728719488527e-08,1.0943071305685763e-07,,,,,,,1.453799559900864e-06,6.234033228464056e-05,,,,
2018-08-30,,,,,,,,,,,2.644577213386549e-08,9.487449363555608e-08,,,,,,,7.631494244344041e-07,2.058776511891567e-05,,,,
2018-08-31,,,,,,,,,,,,,,,,,,,2.999100908496995e-07,3.214053866563904e-06,,,,
2018-09-01,,,,,,,,,,,,,,,,,,,2.496978219383358e-07,2.320939253053516e-06,,,,
2018-09-02,,,,,,,,,,,,,,,,,,,1.9593393719292493e-07,1.7285315863331091e-06,,,,
2018-09-03,,,,,,,,,,,,,,,,,,,2.1421012547617623e-07,1.2387627653585768e-06,,,,
2018-09-04,,,,,,,,,,,,,,,,,,,1.6532666710160104e-07,1.0257476090707497e-06,,,,
2018-09-05,,,,,,,,,,,,,,,,,,,2.0968890538746613e-07,5.066087975282374e-07,,,,
2018-09-06,,,,,,,,,,,,,,,,,,,2.7309763346221605e-07,4.6454844408253604e-07,,,,
2018-09-07,,,,,,,,,,,,,,,,,,,1.8573862521781122e-07,5.675331418717284e-07,,,,
2018-09-08,,,,,,,,,,,,,,,,,,,1.4846409869002497e-07,1.1446741622148166e-06,,,,
2018-09-09,,,,,,,,,,,,,,,,,,,1.218972804611085e-07,7.585010119490116e-07,,,,
2018-09-10,,,,,,,,,,,,,,,,,,,1.295703338967431e-07,1.164226152452247e-06,,,,
2018-09-11,,,,,,,,,,,,,,,,,,,1.1901196702007485e-06,4.530199261617141e-05,,,,
2018-09-12,,,,,,,,,,,,,,,,,,,2.070768662244235e-06,6.394682477427901e-05,,,,
2018-09-13,,,,,,,,,,,,,,,,,,,5.137941435254043e-06,0.00011177899584336068,,,,
2018-09-14,,,,,,,,,,,,,,,,,,,1.938297478577355e-06,3.663062008793204e-05,,,,
2018-09-15,,,,,,,,,,,,,,,,,,,8.807976542703636e-07,3.709698859317051e-05,,,,
2018-09-16,,,,,,,,,,,,,,,,,,,7.64173057872123e-07,1.4809945123955298e-05,,,,
