,#hurricanecindy,hurricane cindy,#hurricanedon,hurricane don,#hurricanefranklin,hurricane franklin,#hurricanegert,hurricane gert,#hurricaneharvey,hurricane harvey,#hurricaneirma,hurricane irma,#hurricanejose,hurricane jose,#hurricanekatia,hurricane katia,#hurricanelee,hurricane lee,#hurricanemaria,hurricane maria,#hurricanenate,hurricane nate,#hurricaneophelia,hurricane ophelia
2017-12-13,,,,,,,,,2.607850882926031e-07,1.713505659629202e-06,1.4042273984986322e-07,1.1409337438808692e-06,,,,,,,2.0060391407123316e-07,8.799083117014822e-07,,,,
2017-12-14,,,,,,,,,2.515839084086139e-07,1.6571108052985945e-06,1.2579195420430695e-07,6.925239186322485e-07,,,,,,,1.7296393703092205e-07,1.1088627030480645e-06,,,,
2017-12-15,,,,,,,,,2.5872096292960534e-07,1.2528313297151933e-06,1.2278282986489744e-07,3.4084381764310405e-07,,,,,,,4.2535480346053757e-07,1.5199791867868154e-06,,,,
2017-12-16,,,,,,,,,2.020575643956753e-07,2.162987637044156e-06,7.518421000769312e-08,2.962996763074186e-07,,,,,,,1.9735855127019446e-07,5.679077129225523e-07,,,,
2017-12-17,,,,,,,,,1.0865294192282042e-07,7.708993967150701e-07,4.5272059134508513e-08,4.235188043681558e-07,,,,,,,1.7203382471113235e-07,1.2039354775858811e-06,,,,
2017-12-18,,,,,,,,,2.487208268741491e-07,7.692104079600745e-07,1.0714127926886423e-07,3.164980324419057e-07,,,,,,,3.6351505466221795e-07,5.352422422055519e-06,,,,
2017-12-19,,,,,,,,,4.4925424754677674e-07,6.805337152859485e-07,6.943020189359277e-08,2.4824500306028306e-07,,,,,,,3.87992304699489e-07,2.6408132222102527e-06,,,,
2017-12-20,,,,,,,,,3.4317250858760604e-07,9.637014523828944e-07,1.2664699721685462e-07,3.298000525932572e-07,,,,,,,5.106733758744138e-07,2.7411952423335667e-06,,,,
2017-12-21,,,,,,,,,3.3605942557152895e-07,8.930401220348944e-07,7.41949381131947e-08,5.58722537888498e-07,,,,,,,3.491526499444457e-07,1.6944863853995432e-06,,,,2.381440325426385e-07
2017-12-22,,,,,,,,,2.4251363941321416e-07,1.168019016387826e-06,1.0066603900171154e-07,5.864128395033529e-07,,,,,,,2.1963499418555247e-07,1.6246519651814205e-06,,,,8.651992713983896e-08
2017-12-23,,,,,,,,,2.880102630846345e-07,6.517711336559145e-07,8.786753789022749e-08,2.1041430299127949e-07,,,,,,,1.9526119531161663e-07,1.8834646145804774e-06,,,,
2017-12-24,,,,,,,,,1.359682451213768e-07,3.219105092361107e-07,5.3416096297683745e-08,1.5840040930665765e-07,,,,,,,3.010725427687629e-07,1.4358230650055097e-06,,,,
2017-12-25,,,,,,,,,9.681589243269252e-08,2.8460728458466634e-07,5.095573285931185e-08,1.503585654409558e-07,,,,,,,1.8853621157945388e-07,2.980321564990374e-06,,,,
2017-12-26,,,,,,,,,3.547882233615932e-07,6.096304894538734e-07,8.494929291756458e-08,2.2598371591824618e-07,,,,,,,2.598448959831387e-07,2.99559809473024e-06,,,,
2017-12-27,,,,,,,,,2.682502239783482e-07,6.137377240638261e-07,9.412288560643796e-08,1.97979910988331e-07,,,,,,,2.3060106973577303e-07,3.093436109192672e-06,,,,
2017-12-28,,,,,,,,,2.0730707501455343e-07,6.635448608440841e-07,8.752965389503367e-08,3.4388091328416035e-07,,,,,,,2.810162572419502e-07,2.397479606699428e-06,,,,
2017-12-29,,,,,,,,,1.9386915842014403e-07,7.3900880753683634e-06,1.0770508801119113e-07,9.231953260104997e-07,,,,,,,9.047227392940055e-07,7.566581299458605e-06,,,,
2017-12-30,,,,,,,,,2.939703808672905e-07,3.4986552496296553e-06,2.7559723206308487e-07,6.369965420015372e-07,,,,,,,1.0748292050460312e-06,4.951200394648313e-06,,,,
2017-12-31,,,,,,,,,1.1287411702811028e-07,1.1454174853701666e-06,1.0853280483472143e-07,3.9245379976826424e-07,,,,,,,2.3008954624960942e-07,1.2549394760031705e-06,,,,
2018-01-01,,,,,,,,,8.199877704290626e-08,7.476495838098362e-07,3.644390090795833e-08,3.5944691529319043e-07,,,,,,,2.824402320366771e-07,1.039999741581631e-06,,,,
2018-01-02,,,,,,,,,1.135020401444474e-07,6.928541004625269e-07,5.269737578135058e-08,1.9552937804463948e-07,,,,,,,2.1484314741627544e-07,1.3474524530467548e-06,,,,
2018-01-03,,,,,,,,,1.4602608228597274e-07,5.997553007128643e-07,5.006608535519065e-08,3.9399983258509334e-07,,,,,,,2.9205216457194543e-07,1.593510434010822e-06,,,,
2018-01-04,,,,,,,,,1.2547790718226046e-07,6.061386587246924e-07,5.4373759778979535e-08,2.8989240199876597e-07,,,,,,,1.9658205458554137e-07,3.41282418716729e-06,,,,
2018-01-05,,,,,,,,,1.1223357666223985e-07,5.020276131339417e-07,4.5724790492023645e-08,1.7461830022050143e-07,,,,,,,1.6211516628990202e-07,2.8462782935941734e-06,,,,
2018-01-06,,,,,,,,,8.117787767479932e-08,4.3526266576215794e-07,1.0254047706290441e-07,1.3013007533095443e-07,,,,,,,1.9226339449294576e-07,1.9788745938258934e-06,,,,
2018-01-07,,,,,,,,,6.958117201592938e-08,3.095785153439087e-07,5.730214166017713e-08,1.891868704879442e-07,,,,,,,3.397198398424787e-07,1.5435928751175447e-06,,,,
2018-01-08,,,,,,,,,1.5012403810993787e-07,4.5549334256186206e-07,7.923213122468943e-08,3.3286051956443767e-07,,,,,,,2.752274032015527e-07,1.9270872185309547e-06,,,,
2018-01-09,,,,,,,,,1.9104261958171567e-07,4.239707533110164e-06,1.1628681191930519e-07,3.5767080011834717e-07,,,,,,,3.322480340551577e-07,1.269295156517549e-06,,,,
2018-01-10,,,,,,,,,1.8281808000771638e-07,3.2407138591614154e-06,8.531510400360098e-08,2.942227056343917e-07,,,,,,,2.6000793601097446e-07,8.357630478889967e-07,,,,
2018-01-11,,,,,,,,,8.577533068037254e-08,9.03687918500533e-07,5.458430134205525e-08,2.0445428020374048e-07,,,,,,,1.988428120317727e-07,6.297191830275207e-07,,,,
2018-01-12,,,,,,,,,1.1617669243446342e-07,3.89533733355533e-07,9.681391036205285e-08,2.6780444168192893e-07,,,,,,,2.1299060279651626e-07,1.2294658459034008e-06,,,,
2018-01-13,,,,,,,,,8.915843302384266e-08,3.7853234045916635e-07,4.457921651192133e-08,2.6794985897671324e-07,,,,,,,1.5805358581499382e-07,9.994955057067876e-07,,,,
2018-01-14,,,,,,,,,1.0931227550295064e-07,2.6362038066510846e-07,4.048602796405579e-08,1.36062131956185e-07,,,,,,,1.1336087829935621e-07,1.301094136831019e-06,,,,
2018-01-15,,,,,,,,,1.0572651289040357e-07,3.9012516496545265e-07,3.13263741897492e-08,1.5605006598618105e-07,,,,,,,1.8404244836477658e-07,1.4906887882364138e-06,,,,
2018-01-16,,,,,,,,,8.343468959560005e-08,4.7529753823934424e-07,9.138085050946671e-08,3.460499620514524e-07,,,,,,,2.2646558604520013e-07,5.315827730308455e-06,,,,
2018-01-17,,,,,,,,,1.5586254731332513e-07,4.5295586161540805e-07,7.59330358705943e-08,3.355228604558578e-07,,,,,,,2.757568144774214e-07,8.132235330298853e-06,,,,
2018-01-18,,,,,,,,,1.8753288246405945e-07,3.507498229194606e-07,5.707522509775722e-08,2.053169695138306e-07,,,,,,,3.1391373803766474e-07,2.399642081192895e-06,,,,
2018-01-19,,,,,,,,,5.551929323199458e-07,3.923861128630893e-07,2.413882314434547e-08,1.8564504264490247e-07,,,,,,,6.55771362088052e-07,1.1391854889573561e-06,,,,
2018-01-20,,,,,,,,,1.2100950045991476e-07,2.199854273191966e-07,2.8235550107313444e-08,9.730124669887541e-08,,,,,,,1.6537965062855016e-07,3.7651351983477874e-07,,,,
2018-01-21,,,,,,,,,7.722070961076963e-08,1.1733221545456166e-06,4.470672661676136e-08,2.9866382115706605e-07,,,,,,,9.754194898202478e-08,4.4372910571906956e-07,,,,
2018-01-22,,,,,,,,,1.294102371893106e-07,1.4337233066383102e-06,6.47051185946553e-08,4.878052670514961e-07,,,,,,,2.183797752569616e-07,1.0349955231353482e-06,,,,
2018-01-23,,,,,,,,,1.6785823968798574e-07,6.87321899546337e-07,1.5986499017903403e-08,3.436609497731685e-07,,,,,,,1.638616149335099e-07,1.3411159015538282e-06,,,,
2018-01-24,,,,,,,,,2.548703251341091e-07,4.835553083371972e-07,7.282009289545976e-08,2.6298622032373885e-07,,,,,,,1.6991355008940608e-07,1.4124905059323393e-06,,,,
2018-01-25,,,,,,,,,1.3383416123342289e-07,5.614709154123135e-07,5.510818403729177e-08,1.5275311669305587e-07,,,,,,,3.385217019433637e-07,2.4770775679955005e-06,,,,
2018-01-26,,,,,,,,,1.3696301062228614e-07,6.062955220993303e-07,2.568056449167865e-08,1.5718772795167824e-07,,,,,,,2.2684498634316142e-07,1.077858705954365e-06,,,,
2018-01-27,,,,,,,,,6.278459327627587e-07,5.15582450730883e-07,6.190030323013114e-08,2.2759946023255194e-07,,,,,,,1.591722083060515e-07,1.3052132311295326e-06,,,,
2018-01-28,,,,,,,,,1.7029812110789095e-07,2.8381510977326586e-07,3.738251438953704e-08,1.309915891261227e-07,,,,,,,6.97806935271358e-07,4.204830010948539e-06,,,,
2018-01-29,,,,,,,,,9.306774878507439e-08,5.348069625092297e-07,6.069635790330938e-08,1.1035699226380931e-07,,,,,,,2.7515682249500256e-07,6.744510027199731e-06,,,,
2018-01-30,,,,,,,,,3.296204426735088e-07,7.796490068396919e-07,7.6655916900816e-08,3.0141069852049946e-07,,,,,,,3.44951626053672e-07,2.949806036187288e-06,,,,
2018-01-31,,,,,,,,,2.3136813813591182e-07,9.302711040179574e-07,7.965132624351062e-08,2.4250656985083503e-07,,,,,,,2.7688318170363215e-07,9.899038670960315e-07,,,,
2018-02-01,,,,,,,,,2.4190861103523156e-07,1.849547398918525e-06,6.345143896006074e-08,1.704077378778866e-07,,,,,,,3.212229097353075e-07,1.5378259271906839e-06,,,,
2018-02-02,,,,,,,,,3.738079235173232e-07,8.29397676461355e-07,6.02916005673102e-08,1.220940741998949e-07,,,,,,,1.3264152124808244e-07,8.251875359717034e-07,,,,
2018-02-03,,,,,,,,,2.7391994506992037e-07,1.710638803979153e-06,4.565332417832006e-08,1.262303443139833e-07,,,,,,,1.3695997253496018e-07,3.3081055751250797e-07,,,,
2018-02-04,,,,,,,,,1.7266620728246664e-07,2.453372337218917e-06,2.3022160970995555e-08,1.0894910050149795e-07,,,,,,,1.0743675119797926e-07,2.905309346706612e-07,,,,
2018-02-05,,,,,,,,,6.663693535668104e-08,1.6682114537565848e-06,5.095765644922667e-08,2.5886039799671144e-07,,,,,,,8.23162142641354e-08,6.16334280944551e-07,,,,
2018-02-06,,,,,,,,,2.336572875456559e-07,7.304607053021445e-07,8.31661531942165e-08,2.4902069498936743e-07,,,,,,,6.138454164335027e-07,4.594431822553829e-06,,,,
2018-02-07,,,,,,,,,1.397540451478393e-07,4.352869047587859e-07,5.823085214493305e-08,1.830645861135081e-07,,,,,,,2.9503631753432745e-07,3.8524925122109365e-06,,,,
2018-02-08,,,,,,,,,6.780441518101609e-08,5.100738327692001e-07,6.780441518101609e-08,1.630563891639246e-07,,,,,,,1.555513054152722e-07,1.3295367116443083e-06,,,,
2018-02-09,,,,,,,,,1.354671444699584e-07,4.132337932902377e-07,4.105064983938133e-08,1.8939882192469226e-07,,,,,,,1.1494181955026772e-07,8.092495118600487e-07,,,,
2018-02-10,,,,,,,,,9.244778574274282e-08,3.2618270896996634e-07,2.1010860396077914e-08,6.347339201577722e-07,,,,,,,7.143692534666491e-08,4.0993232343522795e-07,,,,
2018-02-11,,,,,,,,,5.9582350449758014e-08,5.494643609218213e-07,1.702352869993086e-08,4.1991585306220484e-07,,,,,,,1.3193234742446418e-07,7.370863378219554e-07,,,,
2018-02-12,,,,,,,,,1.7023716208239926e-07,5.795238132130088e-07,5.8129762662282676e-08,5.22878628462865e-07,,,,,,,1.5362865846460422e-07,9.891120721755863e-07,,,,
2018-02-13,,,,,,,,,1.7617481313752134e-07,7.86891363395152e-07,3.27767094209342e-08,1.848979706338335e-07,,,,,,,2.171456999136891e-07,7.223920713135821e-07,,,,
2018-02-14,,,,,,,,,1.248788553151436e-07,2.8643983782349264e-07,3.9024642285982376e-08,1.3094392586216805e-07,,,,,,,1.3268378377234008e-07,8.061235435889721e-07,,,,
2018-02-15,,,,,,,,,8.143019231425166e-08,3.736406426255031e-07,1.770221572048949e-08,1.5537531673535772e-07,,,,,,,6.726841973786006e-08,3.699412303222803e-07,,,,
2018-02-16,,,,,,,,,5.5871131432575593e-08,4.0907711256683605e-07,5.5871131432575593e-08,1.4415098252355175e-07,,,,,,,1.1174226286515119e-07,3.3894960755537844e-07,,,,
2018-02-17,,,,,,,,,5.983373330389034e-08,3.5512512125486143e-07,2.0343469323322718e-07,1.1447562732215532e-06,,,,,,,6.382264885748304e-08,2.088971301499185e-07,,,,
2018-02-18,,,,,,,,,4.760026157137071e-08,1.4962046897787899e-07,7.933376928561785e-08,2.285868276050929e-07,,,,,,,8.330045774989874e-08,5.693890069435951e-07,,,,
2018-02-19,,,,,,,,,9.112263951606082e-08,2.2011874077045754e-07,1.5451230178810313e-07,3.1148878410913805e-07,,,,,,,9.508449340806346e-08,1.4120824879614257e-06,,,,
2018-02-20,,,,,,,,,1.3795028174098426e-07,3.098527139499319e-07,9.853591552927448e-08,2.3548806260194826e-07,,,,,,,2.5619338037611365e-07,1.718649720042289e-06,,,,
2018-02-21,,,,,,,,,1.2753119869499584e-07,2.2894903836328851e-07,4.372498240971286e-08,4.121082690539193e-07,,,,,,,1.5668118696813776e-07,1.2210615379375386e-06,,,,
2018-02-22,,,,,,,,,8.074262693472225e-08,2.535714384508353e-07,3.6701194061237386e-08,1.037337702753417e-07,,,,,,,1.7249561208781572e-07,1.298593124187611e-06,,,,
2018-02-23,,,,,,,,,1.435271581099402e-07,3.1681358964581703e-07,7.758224762699471e-08,1.3809823138407408e-07,,,,,,,1.1249425905914232e-07,6.498740300427016e-07,,,,
2018-02-24,,,,,,,,,8.808014976540113e-08,1.6777170971271407e-07,2.8025502198082174e-08,1.216344895417177e-07,,,,,,,6.005464756731895e-08,1.1156818695895484e-06,,,,
2018-02-25,,,,,,,,,9.491744498636911e-08,2.9064441258488777e-07,4.015738057115616e-08,1.0707952042601129e-07,,,,,,,4.7458722493184555e-08,1.0210797126337504e-06,,,,
2018-02-26,,,,,,,,,2.4572821841650983e-07,4.1418518470532013e-07,4.991354436585356e-08,1.1259403079367927e-07,,,,,,,4.837774300075038e-07,9.168371078913883e-07,,,,
2018-02-27,,,,,,,,,3.3036390337964294e-07,7.530252310384186e-07,3.886634157407564e-08,8.95489463937579e-08,,,,,,,2.8372429349075216e-07,6.064905914849967e-07,,,,
2018-02-28,,,,,,,,,1.7239779655228092e-07,5.14160895756826e-07,2.9982225487353203e-08,8.242273901445302e-08,,,,,,,2.698400293861789e-07,9.890728681734362e-07,,,,
2018-03-01,,,,,,,,,6.198262736336112e-08,3.630167797972159e-07,2.5522258326089872e-08,,,,,,,,1.4219543924535785e-07,9.896983786050412e-07,,,,
2018-03-02,,,,,,,,,5.897968703797402e-08,2.1850395372597476e-07,2.7523853951054544e-08,9.482247048485697e-08,,,,,,,1.022314575324883e-07,7.709479122029676e-07,,,,
2018-03-03,,,,,,,,,5.9595815813529224e-08,2.9947643607432536e-07,2.1284219933403293e-08,1.2068453394039977e-07,,,,,,,3.831159588012593e-08,3.486442091611549e-07,,,,
2018-03-04,,,,,,,,,7.34872340549053e-08,2.0663621735262314e-07,5.307411348409827e-08,8.534974194999652e-08,,,,,,,6.94046099407439e-08,5.076063600184003e-07,,,,
2018-03-05,,,,,,,,,1.8722889637385698e-07,3.287955027675657e-07,,2.0923350176117816e-07,,,,,,,8.140386798863346e-08,1.998393445392477e-06,,,,
2018-03-06,,,,,,,,,2.0762504992234524e-07,3.727323175202248e-07,3.593510479425206e-08,1.842721569762909e-07,,,,,,,5.589905190216987e-08,7.370886279051636e-07,,,,
2018-03-07,,,,,,,,,1.4948028532796863e-07,3.3048799692381773e-07,4.4440084827233916e-08,1.5676994725873406e-07,,,,,,,9.696018507760128e-08,1.0507823491936768e-06,,,,
2018-03-08,,,,,,,,,8.982861598356495e-08,4.094461050759574e-07,6.248947198856692e-08,1.105504483705085e-07,,,,,,,1.44506903973561e-07,7.451919112382425e-07,,,,
2018-03-09,,,,,,,,,1.7703294519637316e-07,4.0761881966307533e-07,3.8860890408959965e-08,1.5398933187271734e-07,,,,,,,9.931116437845324e-08,5.661372495320491e-07,,,,
2018-03-10,,,,,,,,,5.862856423336478e-08,4.4974170741977476e-07,3.156922689488872e-08,1.467578203159265e-07,,,,,,,1.1274723891031688e-07,9.799635098515093e-07,,,,
2018-03-11,,,,,,,,,6.561505419311363e-08,3.657564932513581e-07,2.8706586209487216e-08,,,,,,,,5.3312231531904827e-08,1.4544199378701063e-06,,,,
2018-03-12,,,,,,,,,1.7195251636069852e-07,1.2109020344184733e-06,5.322339792116859e-08,2.061109845818678e-07,,,,,,,1.514819786987106e-07,7.85798128718371e-07,,,,
2018-03-13,,,,,,,,,7.473772173305291e-08,7.259712827539681e-07,3.540207871565664e-08,1.3611961551636903e-07,,,,,,,7.080415743131328e-08,3.794849887123015e-07,,,,
2018-03-14,,,,,,,,,8.502181570904651e-08,3.199623290124351e-07,4.251090785452325e-08,1.6605639860139038e-07,,,,,,,1.6231437544454332e-07,5.508212246290022e-07,,,,
2018-03-15,,,,,,,,,1.6826495045063017e-07,4.994485141174203e-07,3.283218545378149e-08,1.3347330980724164e-07,,,,,,,1.3132874181512597e-07,1.4552896359628281e-06,,,,
2018-03-16,,,,,,,,,1.8441104610471808e-07,6.426623611438776e-07,1.7991321571192008e-08,1.417637561346789e-07,,,,,,,2.833633147462741e-07,4.441931025553271e-06,,,,
2018-03-17,,,,,,,,,4.666879168342718e-08,3.283163909988308e-07,4.200191251508446e-08,1.0290513747724547e-07,,,,,,,1.1667197920856794e-07,2.2884142477082683e-06,,,,
2018-03-18,,,,,,,,,,2.5999213163461835e-07,,,,,,,,,1.4760259416768752e-07,2.3308066537770173e-06,,,,
2018-03-19,,,,,,,,,1.3169374115809285e-07,8.162217207161702e-07,2.124092599324078e-08,1.5164775138988956e-07,,,,,,,2.0816107473375967e-07,1.2354831510293942e-06,,,,
2018-03-20,,,,,,,,,1.099512346320294e-07,3.6739576056307346e-07,5.293948334134749e-08,1.1107313691441756e-07,,,,,,,1.437510586115051e-06,1.0355433995405699e-05,,,,
2018-03-21,,,,,,,,,1.2602828869183008e-07,4.5187271656140617e-07,,1.6625505609334755e-07,,,,,,,5.041131547673202e-07,4.045539698271457e-06,,,,
2018-03-22,,,,,,,,,3.1422341198285283e-07,1.0499029872068222e-06,4.608610042415175e-08,1.8450178017860475e-07,,,,,,,2.55568375079387e-07,1.6165870263268226e-06,,,,
2018-03-23,,,,,,,,,1.954393998881218e-07,4.919225900773803e-07,1.7372391101166383e-08,1.366451639103834e-07,,,,,,,1.7806700878695542e-07,1.3117935735396806e-06,,,,
2018-03-24,,,,,,,,,1.468784837183999e-07,2.613747697725848e-07,,1.0268294526780116e-07,,,,,,,1.7358366257629082e-07,5.460865725605788e-07,,,,
2018-03-25,,,,,,,,,1.4382191207283536e-07,1.7879297884270432e-06,,,,,,,,,6.101535663696045e-08,8.047970403149862e-07,,,,
2018-03-26,,,,,,,,,1.8356043109705117e-07,3.2825300824737696e-06,2.561308340889086e-08,8.508604579399949e-08,,,,,,,1.5794734768816032e-07,7.568179862729428e-07,,,,
2018-03-27,,,,,,,,,2.643975237417645e-07,1.9233093892610695e-06,2.0983930455695595e-08,1.320349695144899e-07,,,,,,,2.560039515594863e-07,2.587885402484002e-06,,,,
2018-03-28,,,,,,,,,1.5522704521173965e-07,1.125037360815165e-06,2.2827506648785242e-08,9.096046747016229e-08,,,,,,,1.0044102925465506e-07,1.0436516793944935e-06,,,,
2018-03-29,,,,,,,,,1.6892954535026783e-07,1.0211225398710118e-06,3.111860045925986e-08,9.791585998763126e-08,,,,,,,1.2447440183703947e-07,1.0024718998733678e-06,,,,
2018-03-30,,,,,,,,,1.0748421020004464e-07,6.203994735290067e-07,4.030657882501674e-08,1.4099988034750153e-07,,,,,,,1.298767539917206e-07,6.626994376332572e-07,,,,
2018-03-31,,,,,,,,,6.605748703768087e-08,4.0643610204165197e-07,2.8310351587577517e-08,,,,,,,,1.7929889338799094e-07,1.0854817847209972e-06,,,,
2018-04-01,,,,,,,,,5.537123036931845e-08,4.5132853650364615e-07,,,,,,,,,8.305684555397767e-08,9.56040018185143e-07,,,,
2018-04-02,,,,,,,,,6.874918430167032e-08,5.861377828224703e-07,3.007776813198077e-08,,,,,,,,1.2890472056563187e-07,6.943478350358495e-07,,,,
2018-04-03,,,,,,,,,9.350180656873119e-08,3.753848387779705e-07,1.6261183751083687e-08,1.4076931454173894e-07,,,,,,,1.1789358219535672e-07,9.555250441621067e-07,,,,
2018-04-04,,,,,,,,,3.7249636799667734e-07,2.962751820379126e-07,5.321376685666819e-08,9.446455079469677e-08,,,,,,,2.251351674705193e-07,6.183134233834698e-07,,,,
2018-04-05,,,,,,,,,1.9002748225966095e-07,5.385671520998579e-07,3.638824128376486e-08,3.646990163825809e-07,,,,,,,2.4663141314551737e-07,9.371916583784928e-07,,,,
2018-04-06,,,,,,,,,6.572156140409297e-08,3.218153933672073e-07,5.69586865502139e-08,2.482575891689885e-07,,,,,,,3.1108205731270667e-07,7.231651625237387e-06,,,,
2018-04-07,,,,,,,,,1.0819311210276974e-07,2.8159192526615704e-07,,,,,,,,,1.6012580591209923e-07,4.805229950509583e-06,,,,
2018-04-08,,,,,,,,,5.583146079624338e-08,1.5785342505783942e-07,1.7178911014228733e-08,,,,,,,,6.012618854980056e-08,2.6248769538189294e-06,,,,
2018-04-09,,,,,,,,,1.356392900461995e-07,7.62908186697926e-07,2.8771970615860495e-08,3.27576396548262e-07,,,,,,,8.631591184758149e-08,1.314615801937104e-06,,,,
2018-04-10,,,,,,,,,1.2103274969902483e-07,4.2736447754079075e-07,2.4206549939804967e-08,2.5811121910879445e-07,,,,,,,1.533081496187648e-07,8.801169438463809e-07,,,,
2018-04-11,,,,,,,,,1.0056407596980375e-07,2.404643777188796e-07,2.815794127154505e-08,8.015479257295985e-08,,,,,,,1.045866390085959e-07,6.749877269301882e-07,,,,
2018-04-12,,,,,,,,,1.6574047161964996e-07,3.0413917206913063e-07,3.729160611442124e-08,2.433113376553045e-07,,,,,,,1.615969598291587e-07,8.993829802615719e-07,,,,
2018-04-13,,,,,,,,,5.807607880869137e-08,1.8694775063836027e-07,2.0741456717389774e-08,1.1738579691245877e-07,,,,,,,8.29658268695591e-08,4.782384318655728e-07,,,,
2018-04-14,,,,,,,,,4.9158744835488406e-08,7.592922003719436e-07,,,,,,,,,4.022079122903597e-08,8.670929448691948e-07,,,,
2018-04-15,,,,,,,,,3.0027909268681726e-08,1.936227013197328e-07,,,,,,,,,8.579402648194778e-08,9.27587824927092e-07,,,,
2018-04-16,,,,,,,,,1.0698590778742234e-07,3.6675732174145474e-07,2.8803898250459862e-08,7.076258913599832e-07,,,,,,,7.818200953696248e-08,8.456992360155897e-07,,,,
2018-04-17,,,,,,,,,1.4065877387813003e-07,6.205553509531042e-07,3.723320485009324e-08,5.814994197742375e-07,,,,,,,2.2753625186168092e-07,7.941372673036229e-07,,,,
2018-04-18,,,,,,,,,8.892112827686787e-08,1.0089918256696821e-06,5.6586172539825006e-08,1.9925468826250027e-07,,,,,,,6.547828536751179e-07,1.411316717501837e-05,,,,
2018-04-19,,,,,,,,,9.895249874355065e-08,5.580811853678986e-07,3.298416624785022e-08,1.3843874365715316e-07,,,,,,,2.0202801826808257e-07,5.001099614614658e-06,,,,
2018-04-20,,,,,,,,,1.7471134649416862e-07,3.5741373526866796e-07,2.1306261767581538e-08,1.0722412058060038e-07,,,,,,,9.800880413087508e-08,1.2688187602037712e-06,,,,
2018-04-21,,,,,,,,,5.584036234364402e-08,2.929891819897323e-07,,1.1719567279589292e-07,,,,,,,1.1168072468728805e-07,1.0645273612293608e-06,,,,
2018-04-22,,,,,,,,,5.68838296858058e-08,1.6070199553723212e-07,2.6254075239602677e-08,,,,,,,,1.7502716826401786e-08,3.6731884694224483e-07,,,,
2018-04-23,,,,,,,,,4.5150644489124334e-08,2.581854124200635e-07,,2.2806378097105609e-07,,,,,,,6.977826875591942e-08,4.5612756194211217e-07,,,,
2018-04-24,,,,,,,,,5.939414056609308e-08,3.9864024642445135e-07,3.1676874968582975e-08,1.287275795745624e-07,,,,,,,5.1474921823947336e-08,3.0313268738525985e-07,,,,
2018-04-25,,,,,,,,,9.871209851252634e-08,2.2358279344747894e-07,1.9742419702505268e-08,1.4077435142989415e-07,,,,,,,1.5793935762004214e-07,9.895608821101382e-07,,,,
2018-04-26,,,,,,,,,4.3473123995881985e-08,2.2375758693088952e-07,,,,,,,,,5.928153272165726e-08,8.287318034477389e-07,,,,
2018-04-27,,,,,,,,,6.27807150735166e-08,1.092417603557712e-06,,9.651882441072154e-08,,,,,,,8.789300110292322e-08,3.773008590600933e-07,,,,
2018-04-28,,,,,,,,,4.980206193122735e-08,5.272341067914679e-07,2.263730087783061e-08,1.3299599090235224e-07,,,,,,,4.07471415800951e-08,5.367338204273501e-07,,,,
2018-04-29,,,,,,,,,4.296576466818015e-08,5.813753277047098e-07,,1.3069677909640764e-07,,,,,,,5.1558917601816176e-08,7.841806745784457e-07,,,,
2018-04-30,,,,,,,,,7.822853508018256e-08,4.2736678336312395e-07,2.882103924006726e-08,,,,,,,,9.881499168023061e-08,1.0619417041144293e-06,,,,
2018-05-01,,,,,,,,,1.38895441599081e-07,6.472063323661942e-07,3.2681280376254354e-08,1.7144538605727e-07,,,,,,,1.8383220211643073e-07,3.240317796482403e-06,,,,
2018-05-02,,,,,,,,,6.153387508741503e-08,3.6140881803956624e-07,2.461355003496601e-08,1.161671200841463e-07,,,,,,,1.1896549183566905e-07,3.020345122187804e-06,,,,
2018-05-03,,,,,,,,,7.019181755650293e-08,2.642318490143868e-07,2.064465222250086e-08,9.962840208739175e-08,,,,,,,1.6515721778000688e-07,1.7716528892931837e-06,,,,
2018-05-04,,,,,,,,,5.573277697388487e-08,1.5740293504036186e-07,,,,,,,,,6.859418704478138e-08,6.790812340312755e-07,,,,
2018-05-05,,,,,,,,,4.586331160031518e-08,1.4443248377648885e-07,,,,,,,,,4.586331160031518e-08,4.814416125882962e-07,,,,
2018-05-06,,,,,,,,,3.0498071410885656e-08,8.737612604266938e-07,,3.110773073770428e-07,,,,,,,8.278047954383251e-08,5.260866227699989e-07,,,,
2018-05-07,,,,,,,,,6.31586374824189e-08,7.603960519299752e-07,2.526345499296756e-08,5.526134098328308e-07,,,,,,,9.263266830754772e-08,4.288280060302767e-07,,,,
2018-05-08,,,,,,,,,7.999655054874034e-08,2.0571201474960182e-07,1.9999137637185084e-08,7.472803801107985e-07,,,,,,,8.399637807617735e-08,1.7296602056497133e-06,,,,
2018-05-09,,,,,,,,,4.39493604920564e-08,2.0941801919922622e-07,,3.43445551486731e-07,,,,,,,4.7944756900425165e-08,1.10153878098793e-06,,,,
2018-05-10,,,,,,,,,9.665349749339222e-08,3.6321066691277145e-07,1.6108916248898704e-08,3.0408334904325054e-07,,,,,,,6.443566499559482e-08,6.715173958038449e-07,,,,
2018-05-11,,,,,,,,,1.1616544425411142e-07,3.0678481737999873e-07,2.5814543167580317e-08,1.3083470152970534e-07,,,,,,,9.895574880905788e-08,4.917580160944097e-07,,,,
2018-05-12,,,,,,,,,3.140686128828594e-08,2.8261615989310705e-07,,8.148765943584587e-07,,,,,,,2.6920166818530807e-08,3.8624208518724626e-07,,,,1.0833619462569102e-07
