,#hurricanecindy,hurricane cindy,#hurricanedon,hurricane don,#hurricanefranklin,hurricane franklin,#hurricanegert,hurricane gert,#hurricaneharvey,hurricane harvey,#hurricaneirma,hurricane irma,#hurricanejose,hurricane jose,#hurricanekatia,hurricane katia,#hurricanelee,hurricane lee,#hurricanemaria,hurricane maria,#hurricanenate,hurricane nate,#hurricaneophelia,hurricane ophelia
2018-05-11,,,,,,,,,27.0,68.0,6.0,29.0,,,,,,,23.0,109.0,,,,0.0
2018-05-12,,,,,,,,,7.0,60.0,0.0,173.0,,,,,,,6.0,82.0,,,,23.0
2018-05-13,,,,,,,,,0.0,28.0,0.0,202.0,,,,,,,0.0,122.0,,,,
2018-05-14,,,,,,,,,14.0,52.0,0.0,73.0,,,,,,,11.0,69.0,,,,
2018-05-15,,,,,,,,,14.0,40.0,0.0,69.0,,,,,,,10.0,85.0,,,,
2018-05-16,,,,,,,,,12.0,2152.0,6.0,87.0,,,,,,,16.0,140.0,,,,
2018-05-17,,,,,,,,,13.0,676.0,4.0,62.0,,,,,,,22.0,66.0,,,,
2018-05-18,,,,,,,,,11.0,112.0,5.0,24.0,,,,,,,19.0,63.0,,,,
2018-05-19,,,,,,,,,22.0,336.0,4.0,0.0,,,,,,,6.0,106.0,,,,
2018-05-20,,,,,,,,,10.0,190.0,0.0,0.0,,,,,,,9.0,80.0,,,,
2018-05-21,,,,,,,,,12.0,131.0,7.0,51.0,,,,,,,23.0,113.0,,,,
2018-05-22,,,,,,,,,9.0,79.0,4.0,101.0,,,,,,,31.0,136.0,,,,
2018-05-23,,,,,,,,,19.0,223.0,7.0,64.0,,,,,,,33.0,125.0,,,,
2018-05-24,,,,,,,,,17.0,275.0,12.0,87.0,,,,,,,17.0,55.0,,,,
2018-05-25,,,,,,,,,20.0,154.0,0.0,58.0,,,,,,,18.0,36.0,,,,
2018-05-26,,,,,,,,,12.0,57.0,4.0,148.0,,,,,,,5.0,172.0,,,,
2018-05-27,,,,,,,,,4.0,38.0,0.0,123.0,,,,,,,0.0,171.0,,,,
2018-05-28,,,,,,,,,5.0,65.0,0.0,129.0,,,,,,,7.0,42.0,,,,
2018-05-29,,,,,,,,,35.0,101.0,17.0,49.0,,,,,,,907.0,15923.0,,,,
2018-05-30,,,,,,,,,24.0,393.0,11.0,63.0,,,,,,,635.0,11810.0,,,,
2018-05-31,,,,,,,,,23.0,83.0,8.0,45.0,,,,,,,345.0,5464.0,,,,
2018-06-01,,,,,,,,,19.0,93.0,14.0,81.0,,,,,,,231.0,3679.0,,,,
2018-06-02,,,,,,,,,12.0,100.0,0.0,27.0,,,,,,,208.0,4295.0,,,,
2018-06-03,,,,,,,,,9.0,49.0,4.0,20.0,,,,,,,145.0,3746.0,,,,
2018-06-04,,,,,,,,,21.0,128.0,0.0,33.0,,,,,,,101.0,2182.0,,,,
2018-06-05,,,,,,,,,24.0,65.0,5.0,0.0,,,,,,,76.0,1108.0,,,,
2018-06-06,,,,,,,,,38.0,102.0,9.0,87.0,,,,,,,149.0,1079.0,,,,
2018-06-07,,,,,,,,,54.0,635.0,7.0,78.0,,,,,,,135.0,1099.0,,,,
2018-06-08,,,,,,,,,19.0,497.0,0.0,0.0,,,,,,,47.0,486.0,,,,
2018-06-09,,,,,,,,,10.0,973.0,0.0,0.0,,,,,,,24.0,327.0,,,,
2018-06-10,,,,,,,,,17.0,222.0,0.0,0.0,,,,,,,54.0,728.0,,,,
2018-06-11,,,,,,,,,15.0,137.0,4.0,51.0,,,,,,,43.0,412.0,,,,
2018-06-12,,,,,,,,,12.0,82.0,8.0,63.0,,,,,,,70.0,718.0,,,,
2018-06-13,,,,,,,,,8.0,34.0,12.0,49.0,,,,,,,55.0,589.0,,,,
2018-06-14,,,,,,,,,16.0,25.0,0.0,31.0,,,,,,,64.0,643.0,,,,
2018-06-15,,,,,,,,,9.0,88.0,0.0,0.0,,,,,,,40.0,485.0,,,,
2018-06-16,,,,,,,,,13.0,44.0,0.0,0.0,,,,,,,15.0,568.0,,,,
2018-06-17,,,,,,,,,13.0,26.0,11.0,179.0,,,,,,,23.0,368.0,,,,
2018-06-18,,,,,,,,,29.0,48.0,5.0,51.0,,,,,,,40.0,329.0,,,,
2018-06-19,,,,,,,,,15.0,63.0,0.0,0.0,,,,,,,26.0,484.0,,,,
2018-06-20,,,,,,,,,17.0,110.0,0.0,0.0,,,,,,,17.0,311.0,,,,
2018-06-21,,,,,,,,,19.0,135.0,6.0,0.0,,,,,,,30.0,328.0,,,,
2018-06-22,,,,,,,,,12.0,76.0,7.0,28.0,,,,,,,19.0,415.0,,,,
2018-06-23,,,,,,,,,0.0,22.0,0.0,18.0,,,,,,,16.0,447.0,,,,
2018-06-24,,,,,,,,,0.0,19.0,0.0,0.0,,,,,,,12.0,120.0,,,,
2018-06-25,,,,,,,,,17.0,49.0,0.0,26.0,,,,,,,23.0,102.0,,,,
2018-06-26,,,,,,,,,33.0,63.0,0.0,21.0,,,,,,,16.0,509.0,,,,
2018-06-27,,,,,,,,,0.0,46.0,0.0,0.0,,,,,,,17.0,290.0,,,,
2018-06-28,,,,,,,,,9.0,37.0,8.0,0.0,,,,,,,9.0,338.0,,,,
2018-06-29,,,,,,,,,12.0,33.0,6.0,0.0,,,,,,,20.0,178.0,,,,
2018-06-30,,,,,,,,,28.0,0.0,4.0,0.0,,,,,,,17.0,459.0,,,,
2018-07-01,,,,,,,,,32.0,38.0,0.0,0.0,,,,,,,35.0,1461.0,,,,
2018-07-02,,,,,,,,,11.0,31.0,0.0,0.0,,,,,,,12.0,292.0,,,,
2018-07-03,,,,,,,,,13.0,28.0,4.0,0.0,,,,,,,24.0,619.0,,,,
2018-07-04,,,,,,,,,8.0,297.0,0.0,0.0,,,,,,,8.0,242.0,,,,
2018-07-05,,,,,,,,,20.0,187.0,9.0,30.0,,,,,,,22.0,165.0,,,,
2018-07-06,,,,,,,,,22.0,59.0,7.0,50.0,,,,,,,29.0,138.0,,,,
2018-07-07,,,,,,,,,19.0,38.0,0.0,372.0,,,,,,,58.0,168.0,,,,
2018-07-08,,,,,,,,,4.0,95.0,0.0,124.0,,,,,,,52.0,130.0,,,,
2018-07-09,,,,,,,,,10.0,43.0,0.0,634.0,,,,,,,230.0,206.0,,,,
2018-07-10,,,,,,,,,15.0,64.0,18.0,1268.0,,,,,,,165.0,70.0,,,,
2018-07-11,,,,,,,,,12.0,24.0,5.0,180.0,,,,,,,73.0,295.0,,,,
2018-07-12,,,,,,,,,8.0,26.0,6.0,39.0,,,,,,,35.0,1266.0,,,,
2018-07-13,,,,,,,,,11.0,27.0,8.0,22.0,,,,,,,49.0,1046.0,,,,
2018-07-14,,,,,,,,,7.0,25.0,0.0,0.0,,,,,,,5.0,315.0,,,,
2018-07-15,,,,,,,,,14.0,39.0,0.0,0.0,,,,,,,5.0,184.0,,,,
2018-07-16,,,,,,,,,15.0,35.0,0.0,0.0,,,,,,,12.0,126.0,,,,
2018-07-17,,,,,,,,,8.0,51.0,0.0,0.0,,,,,,,40.0,103.0,,,,
2018-07-18,,,,,,,,,9.0,43.0,0.0,206.0,,,,,,,15.0,173.0,,,,
2018-07-19,,,,,,,,,11.0,55.0,0.0,103.0,,,,,,,22.0,117.0,,,,
2018-07-20,,,,,,,,,25.0,25.0,0.0,0.0,,,,,,,14.0,268.0,,,,
2018-07-21,,,,,,,,,6.0,21.0,0.0,0.0,,,,,,,16.0,302.0,,,,
2018-07-22,,,,,,,,,4.0,21.0,0.0,0.0,,,,,,,12.0,402.0,,,,
2018-07-23,,,,,,,,,5.0,24.0,0.0,20.0,,,,,,,17.0,399.0,,,,
2018-07-24,,,,,,,,,8.0,26.0,0.0,0.0,,,,,,,23.0,644.0,,,,
2018-07-25,,,,,,,,,11.0,0.0,0.0,0.0,,,,,,,23.0,454.0,,,,
2018-07-26,,,,,,,,,13.0,29.0,0.0,19.0,,,,,,,12.0,178.0,,,,
2018-07-27,,,,,,,,,6.0,37.0,0.0,0.0,,,,,,,7.0,208.0,,,,
2018-07-28,,,,,,,,,4.0,36.0,0.0,24.0,,,,,,,12.0,392.0,,,,
2018-07-29,,,,,,,,,0.0,0.0,21.0,50.0,,,,,,,35.0,253.0,,,,
2018-07-30,,,,,,,,,15.0,62.0,6.0,20.0,,,,,,,17.0,72.0,,,,
2018-07-31,,,,,,,,,9.0,89.0,0.0,21.0,,,,,,,25.0,192.0,,,,
2018-08-01,,,,,,,,,6.0,57.0,0.0,47.0,,,,,,,30.0,236.0,,,,
2018-08-02,,,,,,,,,10.0,45.0,0.0,34.0,,,,,,,11.0,248.0,,,,
2018-08-03,,,,,,,,,15.0,190.0,4.0,27.0,,,,,,,9.0,220.0,,,,
2018-08-04,,,,,,,,,4.0,82.0,0.0,0.0,,,,,,,25.0,64.0,,,,
2018-08-05,,,,,,,,,0.0,37.0,0.0,0.0,,,,,,,24.0,24.0,,,,
2018-08-06,,,,,,,,,11.0,61.0,5.0,34.0,,,,,,,11.0,123.0,,,,
2018-08-07,,,,,,,,,0.0,64.0,7.0,26.0,,,,,,,20.0,354.0,,,,
2018-08-08,,,,,,,,,53.0,97.0,12.0,20.0,,,,,,,24.0,60.0,,,,
2018-08-09,,,,,,,,,18.0,76.0,8.0,0.0,,,,,,,90.0,4608.0,,,,
2018-08-10,,,,,,,,,12.0,67.0,7.0,0.0,,,,,,,58.0,1459.0,,,,
2018-08-11,,,,,,,,,0.0,26.0,0.0,17.0,,,,,,,30.0,867.0,,,,
2018-08-12,,,,,,,,,5.0,21.0,6.0,21.0,,,,,,,23.0,1707.0,,,,
2018-08-13,,,,,,,,,18.0,83.0,5.0,45.0,,,,,,,37.0,2448.0,,,,
2018-08-14,,,,,,,,,45.0,98.0,0.0,28.0,,,,,,,26.0,1964.0,,,,
2018-08-15,,,,,,,,,27.0,158.0,0.0,33.0,,,,,,,36.0,2621.0,,,,
2018-08-16,,,,,,,,,38.0,108.0,4.0,20.0,,,,,,,15.0,4085.0,,,,
2018-08-17,,,,,,,,,77.0,111.0,0.0,23.0,,,,,,,9.0,1002.0,,,,
2018-08-18,,,,,,,,,,,4.0,19.0,,,,,,,4.0,334.0,,,,
2018-08-19,,,,,,,,,,,0.0,0.0,,,,,,,7.0,110.0,,,,
2018-08-20,,,,,,,,,,,0.0,0.0,,,,,,,9.0,184.0,,,,
2018-08-21,,,,,,,,,,,0.0,25.0,,,,,,,7.0,130.0,,,,
2018-08-22,,,,,,,,,,,0.0,98.0,,,,,,,9.0,237.0,,,,
2018-08-23,,,,,,,,,,,0.0,22.0,,,,,,,19.0,547.0,,,,
2018-08-24,,,,,,,,,,,5.0,0.0,,,,,,,41.0,456.0,,,,
2018-08-25,,,,,,,,,,,0.0,0.0,,,,,,,13.0,60.0,,,,
2018-08-26,,,,,,,,,,,0.0,0.0,,,,,,,0.0,43.0,,,,
2018-08-27,,,,,,,,,,,0.0,21.0,,,,,,,5.0,71.0,,,,
2018-08-28,,,,,,,,,,,12.0,27.0,,,,,,,297.0,13780.0,,,,
2018-08-29,,,,,,,,,,,12.0,28.0,,,,,,,389.0,15951.0,,,,
2018-08-30,,,,,,,,,,,7.0,24.0,,,,,,,202.0,5208.0,,,,
2018-08-31,,,,,,,,,,,,,,,,,,,77.0,788.0,,,,
2018-09-01,,,,,,,,,,,,,,,,,,,60.0,532.0,,,,
2018-09-02,,,,,,,,,,,,,,,,,,,46.0,387.0,,,,
2018-09-03,,,,,,,,,,,,,,,,,,,52.0,287.0,,,,
2018-09-04,,,,,,,,,,,,,,,,,,,44.0,261.0,,,,
2018-09-05,,,,,,,,,,,,,,,,,,,55.0,127.0,,,,
2018-09-06,,,,,,,,,,,,,,,,,,,72.0,117.0,,,,
2018-09-07,,,,,,,,,,,,,,,,,,,49.0,143.0,,,,
2018-09-08,,,,,,,,,,,,,,,,,,,36.0,265.0,,,,
2018-09-09,,,,,,,,,,,,,,,,,,,30.0,178.0,,,,
2018-09-10,,,,,,,,,,,,,,,,,,,33.0,283.0,,,,
2018-09-11,,,,,,,,,,,,,,,,,,,305.0,11091.0,,,,
2018-09-12,,,,,,,,,,,,,,,,,,,535.0,15778.0,,,,
2018-09-13,,,,,,,,,,,,,,,,,,,1325.0,27536.0,,,,
2018-09-14,,,,,,,,,,,,,,,,,,,475.0,8571.0,,,,
2018-09-15,,,,,,,,,,,,,,,,,,,198.0,7952.0,,,,
2018-09-16,,,,,,,,,,,,,,,,,,,182.0,3362.0,,,,
