,hurricane beryl,#hurricanechris,hurricane chris,#hurricanedebby,hurricane debby,#hurricaneernesto,hurricane ernesto,hurricane gordon,#hurricaneisaac,hurricane isaac,hurricane kirk,#hurricaneleslie,hurricane leslie,#hurricanemichael,hurricane michael,hurricane nadine,#hurricanerafael,hurricane rafael,#hurricanesandy,hurricane sandy
2013-04-07,,,,,,,,,,,,,,,,,,,6.089703376881804e-08,8.428495436654537e-07
2013-04-08,,,7.828651520647057e-08,,,,,,,,,,,,,,,,2.4168942746638653e-08,3.044475591362744e-07
2013-04-09,,,,,,,,,,,,,,,,,,,3.406729242434632e-08,3.217963976814864e-07
2013-04-10,,,1.3068208750147742e-07,,,,,,,,,,,,,,,,1.729210891685537e-08,5.880693937566484e-07
2013-04-11,,,9.015645447424562e-08,,,,,,,,,,,,,,,,3.9551132266298864e-08,7.117614826914128e-07
2013-04-12,,,8.039356710975364e-08,,,,,,,,,,,,,,,,,4.873860006028814e-07
2013-04-13,,,1.0307896986052353e-07,,,,,,,,,,,,,,,,1.9060611486526797e-08,4.07161930949068e-07
2013-04-14,,,,,,,,,,,,,,,,,,,,5.335008965320196e-07
2013-04-15,,,1.480154237818062e-07,,,,,,,,,,,,,,,,1.6160225598688584e-08,9.272730960448446e-07
2013-04-16,,,1.6609599168563328e-07,,,,,,,,,,,,,,,,2.1995078073399204e-08,4.176127790953065e-07
2013-04-17,,,1.1138568165925691e-07,,,,,,,,,,,,,,,,1.795522947023414e-08,8.23285473133638e-07
2013-04-18,,,1.125514162367727e-07,,,,,,,,,,,,,,,,5.2147316757682934e-08,6.036848689063263e-07
2013-04-19,,,8.073700736807442e-08,,,,,,,,,,,,,,,,4.211487106232741e-08,6.559881848656047e-07
2013-04-20,,,6.68559443879329e-08,,,,,,,,,,,,,,,,4.635414455187687e-08,4.0113566632759746e-07
2013-04-21,,,1.7893485004476727e-07,,,,,,,,,,,,,,,,1.838756010215356e-08,7.008281626753384e-07
2013-04-22,,,1.416335524572071e-07,,,,,,,,,,,,,,,,,5.176950538091018e-07
2013-04-23,,,1.7762923778065888e-07,,,,,,,,,,,,,,,,3.760650255539946e-08,3.755589598791074e-07
2013-04-24,,,1.130838501359521e-07,,,,,,,,,,,,,,,,,6.293362094522553e-07
2013-04-25,,,,,,,,,,,,,,,,,,,4.228896463970161e-08,5.529812362457649e-07
2013-04-26,,,1.267203946447741e-07,,,,,,,,,,,,,,,,,5.068815785790964e-07
2013-04-27,,,6.7976850596824e-08,,,,,,,,,,,,,,,,2.0932252836956077e-08,4.361847913296207e-07
2013-04-28,,,9.470993897315235e-08,,,,,,,,,,,,,,,,4.6067416097841184e-08,4.087481576736049e-07
2013-04-29,,,1.2496516033812354e-07,,,,,,,,,,,,,,,,1.7589487396604596e-07,1.4695902855763328e-06
2013-04-30,,,1.0580952859950438e-07,,,,,,,,,,,,,,,,3.2659103253807796e-08,9.674014043383258e-07
2013-05-01,,,8.857937113213255e-08,,,,,,,,,,,,,,,,4.5564751469136306e-08,9.645309301054433e-07
2013-05-02,,,2.3898920233838587e-07,,,,,,,,,,,,,,,,,5.078520549690699e-07
2013-05-03,,,1.8535749017357718e-07,,,,,,,,,,,,,,,,,4.5015390470725887e-07
2013-05-04,,,1.5101414492865243e-07,,,,,,,,,,,,,,,,2.4912807416195982e-08,3.88322086959392e-07
2013-05-05,,,3.6101256172137327e-06,,,,,,,,,,,,,,,,2.209651866299145e-08,4.6381746340361865e-07
2013-05-06,,,3.503421429532198e-07,,,,,,,,,,,,,,,,1.7529279901213394e-08,8.285118245515333e-07
2013-05-07,,,1.434062769042126e-07,,,,,,,,,,,,,,,,1.771296054444681e-08,5.497240614661483e-07
2013-05-08,,,1.0033145224933859e-07,,,,,,,,,,,,,,,,1.691013770195693e-08,4.2868893233808304e-07
2013-05-09,,,1.0563530906685095e-07,,,,,,,,,,,,,,,,,3.2650913711572113e-07
2013-05-10,,,7.967876877561796e-08,,,,,,,,,,,,,,,,,3.346508288575954e-07
2013-05-11,,,1.3130634020226913e-07,,,,,,,,,,,,,,,,3.397560394378327e-08,4.5694606390389653e-07
2013-05-12,,,7.833213955152657e-08,,,,,,,,,,,,,,,,,3.0353704076216547e-07
2013-05-13,,,1.0468146104695536e-07,,,,,,,,,,,,,,,,2.2030324680237436e-08,7.375284755580945e-07
2013-05-14,,,9.80043467965939e-08,,,,,,,,,,,,,,,,4.992210789656103e-08,4.998221686626289e-07
2013-05-15,,,1.1537702657163209e-07,,,,,,,,,,,,,,,,2.67082738840542e-08,2.9324994253623153e-07
2013-05-16,,,1.4559345396301013e-07,,,,,,,,,,,,,,,,,4.319272467569301e-07
2013-05-17,,,7.630047885036019e-08,,,,,,,,,,,,,,,,,3.978524968625924e-07
2013-05-18,,,,,,,,,,,,,,,,,,,,3.2939824826011574e-07
2013-05-19,,,2.2782345454646137e-07,,,,,,,,,,,,,,,,,3.301115361795665e-07
2013-05-20,,,1.141384854228176e-07,,,,,,,,,,,,,,,,1.7613900086754623e-08,1.2745464205547967e-06
2013-05-21,,,2.2426611540009564e-07,,,,,,,,,,,,,,,,2.914017686477362e-08,1.6721596323691342e-06
2013-05-22,,,1.6702803898736033e-06,,,,,,,,,,,,,,,,1.7679710388664122e-08,6.013009403544973e-07
2013-05-23,,,3.7768269529196666e-07,,,,,,,,,,,,,,,,,6.244353895493848e-07
2013-05-24,,,1.272835693257332e-07,,,,,,,,,,,,,,,,2.942409671983063e-08,6.84149185125816e-07
2013-05-25,,,1.012639629280946e-07,,,,,,,,,,,,,,,,,4.583526743061124e-07
2013-05-26,,,9.189477540092542e-08,,,,,,,,,,,,,,,,,4.6487945202821095e-07
2013-05-27,,,1.2781673487106928e-07,,,,,,,,,,,,,,,,2.2717372599554627e-08,1.1405185573110796e-06
2013-05-28,,,1.4292166770904972e-07,,,,,,,,,,,,,,,,2.5588296690977767e-08,1.1848667290717994e-06
2013-05-29,,,9.410081563340513e-08,,,,,,,,,,,,,,,,7.399649865979282e-08,5.881300977087821e-07
2013-05-30,,,1.4270881810726017e-07,,,,,,,,,,,,,,,,,5.137517451861366e-07
2013-05-31,,,1.5304268602320632e-07,,,,,,,,,,,,,,,,2.830715673048037e-08,4.591280580696189e-07
2013-06-01,,,8.486002754800467e-08,,,,,,,,,,,,,,,,,1.5911255165250875e-07
2013-06-02,,,1.5583753047226373e-07,,,,,,,,,,,,,,,,3.6001517553968695e-08,4.723825142440495e-07
2013-06-03,,,,,,,,,,,,,,,,,,,1.7848243276838945e-08,4.387881808401357e-07
2013-06-04,,,1.1407978343626284e-07,,,,,,,,,,,,,,,,1.761368888695608e-08,3.327327016891e-07
2013-06-05,,,9.494246429698125e-08,,,,,,,,,,,,,,,,,2.753331464612456e-07
2013-06-06,,,1.3146904221459677e-07,,,,,,,,,,,,,,,,3.041916474822772e-08,4.272743871974395e-07
2013-06-07,,,1.293287617406764e-07,,,,,,,,,,,,,,,,2.3002945991893773e-08,1.059501009644772e-06
2013-06-08,,,9.012553612434271e-08,,,,,,,,,,,,,,,,,4.7183368912155886e-07
2013-06-09,,,2.9104089934124075e-07,,,,,,,,,,,,,,,,,2.2691324355418771e-07
2013-06-10,,,2.3469176377556095e-07,,,,,,,,,,,,,,,,1.7033457039666756e-08,3.6354214388763365e-07
2013-06-11,,,8.445258659130143e-08,,,,,,,,,,,,,,,,2.6048391651391492e-08,4.785646573507081e-07
2013-06-12,,,1.2740382661215344e-07,,,,,,,,,,,,,,,,,3.3321000806255516e-07
2013-06-13,,,2.137755084953318e-07,,,,,,,,,,,,,,,,2.1976288507704306e-08,4.0854874956885637e-07
2013-06-14,,,2.522453646876998e-07,,,,,,,,,,,,,,,,,3.500547918115018e-07
2013-06-15,,,1.0388891475479851e-07,,,,,,,,,,,,,,,,,1.4763161570418737e-07
2013-06-16,,,1.1188851957191199e-07,,,,,,,,,,,,,,,,,2.0918288441705287e-07
2013-06-17,,,1.0262307461947083e-07,,,,,,,,,,,,,,,,9.94528304176084e-08,6.988142700278251e-07
2013-06-18,,,2.0845967708046167e-07,,,,,,,,,,,,,,,,5.8651535508929935e-08,6.52569423904054e-07
2013-06-19,,,,,,,,,,,,,,,,,,,5.6083074633254766e-08,2.471226161619907e-07
2013-06-20,,,,,,,,,,,,,,,,,,,,2.2733807353525523e-07
2013-06-21,,,,,,,,,,,,,,,,,,,1.8192836921583877e-08,3.439160325272639e-07
2013-06-22,,,,,,,,,,,,,,,,,,,,2.000465805759539e-07
2013-06-23,,,,,,,,,,,,,,,,,,,,2.3228726339182283e-07
2013-06-24,,,,,,,,,,,,,,,,,,,2.5714507593751237e-08,4.3522623346679716e-07
2013-06-25,,,,,,,,,,,,,,,,,,,3.800425486347522e-08,4.967812721007847e-07
2013-06-26,,,,,,,,,,,,,,,,,,,3.679435284197312e-08,4.762189464404532e-07
2013-06-27,,,,,,,,,,,,,,,,,,,2.494262562148657e-08,2.5139165707764614e-07
2013-06-28,,,,,,,,,,,,,,,,,,,1.7713813982766628e-08,3.3970491365215437e-07
2013-06-29,,,,,,,,,,,,,,,,,,,,1.539688028624011e-07
2013-06-30,,,,,,,,,,,,,,,,,,,,9.274545738932737e-08
2013-07-01,,,,,,,,,,,,,,,,,,,3.885925412606373e-08,3.1249128114345244e-07
2013-07-02,,,,,,,,,,,,,,,,,,,2.544421971214335e-08,2.5639655727368667e-07
2013-07-03,,,,,,,,,,,,,,,,,,,1.7715123715559418e-08,3.7303333597102976e-07
2013-07-04,,,,,,,,,,,,,,,,,,,,4.835857094270008e-07
2013-07-05,,,,,,,,,,,,,,,,,,,,1.0917809853994343e-07
2013-07-06,,,,,,,,,,,,,,,,,,,1.9532474594598608e-08,2.429157541285526e-07
2013-07-07,,,,,,,,,,,,,,,,,,,,1.9487583349855555e-07
2013-07-08,,,,,,,,,,,,,,,,,,,2.09872431057557e-08,6.301378419275831e-07
2013-07-09,,,,,,,,,,,,,,,,,,,2.0669051321258564e-08,6.872612380823769e-07
2013-07-10,,,,,,,,,,,,,,,,,,,,4.403699202593876e-07
2013-07-11,,,,,,,,,,,,,,,,,,,2.109160086473876e-08,4.874549460654792e-07
2013-07-12,,,,,,,,,,,,,,,,,,,2.214375244007544e-08,4.114168520896905e-07
2013-07-13,,,,,,,,,,,,,,,,,,,1.7784735166174787e-08,2.2077328607914718e-07
2013-07-14,,,,,,,,,,,,,,,,,,,,1.243114057436713e-07
2013-07-15,,,,,,,,,,,,,,,,,,,,2.1125397098471656e-07
2013-07-16,,,,,,,,,,,,,,,,,,,,4.155332569100753e-07
2013-07-17,,,,,,,,,,,,,,,,,,,3.782933462134652e-08,2.268139414346353e-07
2013-07-18,,,,,,,,,,,,,,,,,,,,2.1884957753478537e-07
2013-07-19,,,,,,,,,,,,,,,,,,,,1.2829540528347468e-07
2013-07-20,,,,,,,,,,,,,,,,,,,,1.926327962462605e-07
2013-07-21,,,,,,,,,,,,,,,,,,,,
2013-07-22,,,,,,,,,,,,,,,,,,,,1.5777154935499153e-07
2013-07-23,,,,,,,,,,,,,,,,,,,,1.9784015640225302e-07
2013-07-24,,,,,,,,,,,,,,,,,,,2.0314313293693934e-08,2.9372997249310873e-07
2013-07-25,,,,,,,,,,,,,,,,,,,4.1779965926432346e-08,1.7142261881035552e-07
2013-07-26,,,,,,,,,,,,,,,,,,,2.1998850973615026e-08,3.5664891029040193e-07
2013-07-27,,,,,,,,,,,,,,,,,,,,2.025131066482623e-07
2013-07-28,,,,,,,,,,,,,,,,,,,,1.4580223057875287e-07
2013-07-29,,,,,,,,,,,,,,,,,,,3.385262340799311e-08,2.3773068831670293e-07
2013-07-30,,,,,,,,,,,,,,,,,,,2.101468904909255e-08,2.450938319495623e-07
2013-07-31,,,,,,,,,,,,,,,,,,,,2.453148787735186e-07
2013-08-01,,,,,,,,,,6.8230417157268e-08,,,,,,,,,,9.688719236332057e-07
2013-08-02,,,,,,,,,,,,,,,,,,,1.7982506051664e-08,3.692431118171191e-07
2013-08-03,,,,,,,,,,,,,,,,,,,2.3802709547165398e-08,8.236528724852745e-07
2013-08-04,,,,,,,,,,,,,,,,,,,,2.102856614352532e-07
2013-08-05,,,,,,,,,,,,,,,,,,,,2.069222974594511e-07
2013-08-06,,,,,,,,,,,,,,,,,,,1.9809955646935623e-08,2.822349325631273e-07
2013-08-07,,,,,,,,,,,,,,,,,,,2.433366832142641e-08,2.2775130064278468e-07
2013-08-08,,,,,,,,,,,,,,,,,,,2.5139414920089404e-08,3.9814439376046204e-07
2013-08-09,,,,,,,,,,,,,,,,,,,,2.511180819384845e-07
2013-08-10,,,,,,,,,,,,,,,,,,,,2.3322229721164086e-07
2013-08-11,,,,,,,,,,,,,,,,,,,,6.690810829255749e-08
2013-08-12,,,,,,,,,,,,,,,,,,,3.565922843160681e-08,5.860353265602507e-07
2013-08-13,,,,,,,,,,,,,,,,,,,,3.6477201382243315e-07
2013-08-14,,,,,,,,,,,,,,,,,,,1.974708463224884e-08,1.7898003878241755e-07
2013-08-15,,,,,,,,,,,,,,,,,,,,2.3535480627397476e-07
2013-08-16,,,,,,,,,,,,,,,,,,,,1.4002864622027187e-07
2013-08-17,,,,,,,,,,,,,,,,,,,1.789913062177405e-08,1.1130118719217751e-07
2013-08-18,,,,,,,,,,,,,,,,,,,,6.886763780503852e-08
2013-08-19,,,,,,,,,,,,,,,,,,,3.325283929368309e-08,7.58343657015541e-07
2013-08-20,,,,,,,,,,,,,,,,,,,,3.7830387404663585e-07
2013-08-21,,,,,,,,,,,,,,,,,,,,4.1684119815184757e-07
2013-08-22,,,,,,,,,,,,,,,,,,,2.1463911022163902e-08,2.4550156936415005e-07
2013-08-23,,,,,,,,,,,,,,,,,,,1.835360820489245e-08,2.427780539777267e-07
2013-08-24,,,,,,,,,,,,,,,,,,,2.8854936983775258e-08,2.07990565963909e-07
2013-08-25,,,,,,,,,,,,,,,,,,,1.8640276528651426e-08,7.46702599664071e-07
2013-08-26,,,,,,,,,,,,,,,,,,,3.429862865036392e-08,2.1283654199843333e-07
2013-08-27,,,,,,,,,,,,,,,,,,,1.7661219069531742e-08,3.620916960534649e-07
2013-08-28,,,,,,,,,,,,,,,,,,,1.699551912713325e-08,4.487298655367221e-07
2013-08-29,,,,,,,,,,,,,,,,,,,1.7273713244501736e-08,3.9104081910314844e-07
2013-08-30,,,,,,,,,,,,,,,,,,,,1.504873464997087e-07
2013-08-31,,,,,,,,,,,,,,,,,,,,1.3104115737646853e-07
2013-09-01,,,,,,,,,,,,,,,,,,,,1.5268750526652607e-07
2013-09-02,,,,,,,,,,,,,,,,,,,,1.4277608250889627e-07
2013-09-03,,,,,,,,,,,,,,,,,,,1.7279262230796384e-08,2.1904818093838347e-07
2013-09-04,,,,,,,,,,,,,,,,,,,3.169744925961755e-08,1.4173019372347543e-07
2013-09-05,,,,,,,,,,,,,,,,,,,1.8452489956621103e-08,1.4442248912737702e-07
2013-09-06,,,,,,,,,,,,,,,,,,,,2.4591816912813835e-07
2013-09-07,,,,,,,,,,,,,,,,,,,,2.2933251548262034e-07
2013-09-08,,,,,,,,,,,,,,,,,,,2.087773174367834e-08,1.6719870348521903e-07
2013-09-09,,,,,,,,,,,,,,,,,,,,3.108337696004841e-07
2013-09-10,,,,,,,,,,,,,,,,,,,1.8061717693103773e-08,5.164589423326233e-07
2013-09-11,,,,,,,,,,,,,,,,,,,1.8289300159060673e-08,3.600244832430501e-07
2013-09-12,,,,,,,,,,,,,,,,,,,,2.1860870799247706e-06
2013-09-13,,,,,,,,,,,,,,,,,,,1.9618925714517105e-08,4.92584899695493e-07
2013-09-14,,,,,,,,,,,,,,,,,,,,2.786845735129728e-07
2013-09-15,,,,,,,,,,,,,,,,,,,,2.0999306794622442e-07
2013-09-16,,,,,,,,,,,,,,,,,,,2.6592297937127752e-08,4.115527075385052e-07
2013-09-17,,,,,,,,,,,,,,,,,,,2.2767375181918158e-08,4.915063790229127e-07
2013-09-18,,,,,,,,,,,,,,,,,,,2.32703636671956e-08,2.3614077957627846e-07
2013-09-19,,,,,,,,,,,,,,,,,,,,2.2453803984738661e-07
2013-09-20,,,,,,,,,,,,,,,,,,,,1.7847715140248545e-07
2013-09-21,,,,,,,,,,,,,,,,,,,,2.2506746558043248e-07
2013-09-22,,,,,,,,,,,,,,,,,,,,4.696880830561086e-07
2013-09-23,,,,,,,,,,,,,,,,,,,,2.4874769495917873e-07
2013-09-24,,,,,,,,,,,,,,,,,,,2.3846567180537138e-08,2.6743442426915146e-07
2013-09-25,,,,,,,,,,,,,,,,,,,2.4048753364330414e-08,1.8163816000191022e-07
2013-09-26,,,,,,,,,,,,,,,,,,,1.97858566838182e-08,4.695401037697502e-07
2013-09-27,,,,,,,,,,,,,,,,,,,2.625328289426608e-08,2.266315274483358e-07
2013-09-28,,,,,,,,,,,,,,,,,,,,1.2613447125784223e-07
2013-09-29,,,,,,,,,,,,,,,,,,,,1.270185457531403e-07
2013-09-30,,,,,,,,,,,,,,,,,,,,3.8161358670148497e-07
2013-10-01,,,,,,,,,,,,,,,,,,,,2.9738301635109607e-07
2013-10-02,,,,,,,,,,,,,,,,,,,,3.3822484863241225e-07
2013-10-03,,,,,,,,,,,,,,,,,,,2.9604171650138352e-08,3.193997057136285e-07
2013-10-04,,,,,,,,,,,,,,,,,,,2.7007923082126466e-08,2.566564551618373e-07
2013-10-05,,,,,,,,,,,,,,,,,,,,1.572643727561042e-07
2013-10-06,,,,,,,,,,,,,,,,,,,,2.669619889175402e-07
2013-10-07,,,,,,,,,,,,,,,,,,,2.780327221993378e-08,5.850003363751935e-07
2013-10-08,,,,,,,,,,,,,,,,,,,3.3680874245792e-08,3.58120864463076e-07
2013-10-09,,,,,,,,,,,,,,,,,,,3.900839033418117e-08,4.787607348876267e-07
2013-10-10,,,,,,,,,,,,,,,,,,,1.9825169954491026e-08,5.455645773691736e-07
2013-10-11,,,,,,,,,,,,,,,,,,,2.0764336255792536e-08,3.4748996425163366e-07
2013-10-12,,,,,,,,,,,,,,,,,,,,2.1145667596048435e-07
2013-10-13,,,,,,,,,,,,,,,,,,,,2.612215787595431e-07
2013-10-14,,,,,,,,,,,,,,,,,,,2.684070285762361e-08,2.367379028248209e-07
2013-10-15,,,,,,,,,,,,,,,,,,,4.1832639989862e-08,2.6620430294242546e-07
2013-10-16,,,,,,,,,,,,,,,,,,,2.916772053286917e-08,1.7839868261597763e-07
2013-10-17,,,,,,,,,,,,,,,,,,,1.9879156792565244e-08,5.309301112561367e-07
2013-10-18,,,,,,,,,,,,,,,,,,,3.253189950649e-08,2.752162706547542e-07
2013-10-19,,,,,,,,,,,,,,,,,,,2.0925385302127594e-08,1.8111394801584832e-07
2013-10-20,,,,,,,,,,,,,,,,,,,,2.7915211979592946e-07
2013-10-21,,,,,,,,,,,,,,,,,,,,3.026656187754459e-07
2013-10-22,,,,,,,,,,,,,,,,,,,1.9178572992481314e-07,4.861467090745888e-07
