,#hurricanecindy,hurricane cindy,#hurricanedon,hurricane don,#hurricanefranklin,hurricane franklin,#hurricanegert,hurricane gert,#hurricaneharvey,hurricane harvey,#hurricaneirma,hurricane irma,#hurricanejose,hurricane jose,#hurricanekatia,hurricane katia,#hurricanelee,hurricane lee,#hurricanemaria,hurricane maria,#hurricanenate,hurricane nate,#hurricaneophelia,hurricane ophelia
2018-02-26,,,,,,,,,2.004714774122128e-07,7.02131394640689e-07,5.727756497491794e-08,2.1369216358629669e-07,,,,,,,1.2887452119356538e-07,1.8316471164539715e-07,,,,0.0
2018-02-27,,,,,,,,,1.706350720284055e-07,4.243644483106066e-07,4.2658768007101376e-08,1.5155873153950238e-07,,,,,,,1.2797630402130412e-07,3.3342920938690525e-07,,,,0.0
2018-02-28,,,,,,,,,1.6444691200081216e-07,4.965052818596961e-07,6.851954666700506e-08,1.460309652528518e-07,,,,,,,9.592736533380709e-08,5.111083783849814e-07,,,,0.0
2018-03-01,,,,,,,,,1.221963457128505e-07,3.7644900833847586e-07,5.430948698348912e-08,0.0,,,,,,,4.073211523761683e-08,5.212370884686588e-07,,,,0.0
2018-03-02,,,,,,,,,8.622362220004774e-08,3.5249725531077343e-07,2.8741207400015914e-08,1.9923757908869804e-07,,,,,,,1.1496482960006366e-07,4.444530610440187e-07,,,,0.0
2018-03-03,,,,,,,,,4.7889179840487845e-08,5.460809934360041e-07,1.596305994682928e-08,2.2184540358337665e-07,,,,,,,4.7889179840487845e-08,1.7065031044875127e-07,,,,0.0
2018-03-04,,,,,,,,,3.089128413384569e-08,5.45497554104679e-07,0.0,1.48772060210367e-07,,,,,,,1.2356513653538276e-07,2.64483662596208e-07,,,,0.0
2018-03-05,,,,,,,,,4.420924275859604e-08,4.087818864218081e-07,0.0,1.572238024699262e-07,,,,,,,1.4736414252865344e-07,5.345609283977491e-07,,,,0.0
2018-03-06,,,,,,,,,1.1479435165872098e-07,5.050397534389802e-07,5.739717582936049e-08,1.6834658447966006e-07,,,,,,,1.0044505770138086e-07,5.050397534389802e-07,,,,0.0
2018-03-07,,,,,,,,,1.2761958880713247e-07,4.384201815996864e-07,7.089977155951804e-08,2.872408086342773e-07,,,,,,,1.1343963449522886e-07,8.3148655130975e-07,,,,0.0
2018-03-08,,,,,,,,,1.2368235008338664e-07,5.125094552503321e-07,1.2368235008338664e-07,1.9036065480726621e-07,,,,,,,1.3742483342598516e-07,3.6607818232166577e-07,,,,0.0
2018-03-09,,,,,,,,,4.454785949539778e-08,2.851503849862873e-07,2.9698572996931854e-08,3.4851713720546223e-07,,,,,,,7.424643249232964e-08,3.00992073041081e-07,,,,0.0
2018-03-10,,,,,,,,,3.224412413310665e-08,2.0689031291108136e-07,3.224412413310665e-08,2.0689031291108136e-07,,,,,,,9.673237239931994e-08,3.1033546936662205e-07,,,,0.0
2018-03-11,,,,,,,,,4.684293235320014e-08,4.17678304403848e-07,1.561431078440005e-08,0.0,,,,,,,6.24572431376002e-08,5.680424939892332e-07,,,,0.0
2018-03-12,,,,,,,,,7.188523573871684e-08,5.67464461886257e-07,1.0063933003420357e-07,2.3005316022415827e-07,,,,,,,1.1501637718194693e-07,3.8342193370693047e-07,,,,0.0
2018-03-13,,,,,,,,,5.5134406794720185e-08,3.9708442379579297e-07,6.891800849340024e-08,2.647229491971953e-07,,,,,,,1.2405241528812043e-07,2.941366102191059e-07,,,,0.0
2018-03-14,,,,,,,,,1.2253163760075537e-07,3.919319046476708e-07,1.3614626400083932e-08,4.3547989405296753e-07,,,,,,,2.1783402240134292e-07,3.0483592583707725e-07,,,,0.0
2018-03-15,,,,,,,,,1.5515123394738336e-07,3.3108663959461514e-07,5.6418630526321225e-08,2.10691497923846e-07,,,,,,,1.4104657631580306e-07,8.728647771130762e-07,,,,0.0
2018-03-16,,,,,,,,,1.2009079524619988e-07,3.689348809884247e-07,1.5011349405774985e-08,3.3685358698943124e-07,,,,,,,2.1015889168084977e-07,1.8286337579426267e-06,,,,0.0
2018-03-17,,,,,,,,,0.0,2.998371073183324e-07,3.299309207134756e-08,1.5873729210970538e-07,,,,,,,9.897927621404268e-08,4.938493532301946e-07,,,,0.0
2018-03-18,,,,,,,,,0.0,1.837720247221488e-07,0.0,0.0,,,,,,,3.1233652111274634e-08,4.176636925503382e-07,,,,0.0
2018-03-19,,,,,,,,,1.7375970934865898e-07,4.3259191353773065e-07,1.4479975779054915e-08,2.317456679666414e-07,,,,,,,2.0271966090676882e-07,6.334381591088199e-07,,,,0.0
2018-03-20,,,,,,,,,6.967922860522977e-08,4.605246308479126e-07,4.180753716313786e-08,1.1884506602526776e-07,,,,,,,9.615733547521707e-07,3.253383682441705e-06,,,,0.0
2018-03-21,,,,,,,,,1.2550318234933283e-07,3.7160881869346945e-07,0.0,2.824227022070368e-07,,,,,,,4.0439914312562807e-07,1.620214449503527e-06,,,,0.0
2018-03-22,,,,,,,,,2.420924420021273e-07,7.893087642158493e-07,5.69629275299123e-08,2.732222645362555e-07,,,,,,,3.1329610141451767e-07,1.0321729993591875e-06,,,,0.0
2018-03-23,,,,,,,,,1.7772647406892989e-07,4.26400596063814e-07,0.0,1.8951137602836176e-07,,,,,,,1.4810539505744156e-07,7.896307334515073e-07,,,,0.0
2018-03-24,,,,,,,,,8.129099992872405e-08,4.859563812494425e-07,0.0,2.0826702053547534e-07,,,,,,,1.4632379987170328e-07,4.165340410709507e-07,,,,0.0
2018-03-25,,,,,,,,,8.061234946369249e-08,3.27246964638003e-07,0.0,0.0,,,,,,,4.8367409678215496e-08,2.5835286681947605e-07,,,,0.0
2018-03-26,,,,,,,,,7.466517782311016e-08,5.572941185949271e-07,1.493303556462203e-08,9.553613461627322e-08,,,,,,,1.343973200815983e-07,8.757479006491712e-07,,,,0.0
2018-03-27,,,,,,,,,1.311049894145103e-07,8.074811388322664e-07,2.9134442092113404e-08,2.6398421846439477e-07,,,,,,,2.0394109464479384e-07,8.385381057104305e-07,,,,0.0
2018-03-28,,,,,,,,,1.4290507957216823e-07,6.430364098045319e-07,1.587834217468536e-08,1.8614211862762762e-07,,,,,,,1.4290507957216823e-07,3.553622264709255e-07,,,,0.0
2018-03-29,,,,,,,,,1.201348537760607e-07,7.361683057427321e-07,3.0033713444015175e-08,9.602195292296507e-08,,,,,,,1.351517104980683e-07,4.4810244697383693e-07,,,,0.0
2018-03-30,,,,,,,,,6.088754928162129e-08,3.0875024854395006e-07,3.0443774640810645e-08,1.4625011773134477e-07,,,,,,,1.2177509856324258e-07,1.625001308126053e-07,,,,0.0
2018-03-31,,,,,,,,,9.937247770913845e-08,2.4804817095479945e-07,1.656207961818974e-08,0.0,,,,,,,1.656207961818974e-07,1.7717726496771386e-07,,,,0.0
2018-04-01,,,,,,,,,3.282066470445041e-08,2.990236420755956e-07,0.0,0.0,,,,,,,3.282066470445041e-08,2.1107551205336157e-07,,,,0.0
2018-04-02,,,,,,,,,6.005790302546491e-08,2.4037660283118766e-07,0.0,0.0,,,,,,,3.0028951512732454e-08,2.564017096866002e-07,,,,0.0
2018-04-03,,,,,,,,,4.275262429502526e-08,2.8888953796117244e-07,1.425087476500842e-08,1.9766126281553903e-07,,,,,,,8.550524859005052e-08,4.4093666320389475e-07,,,,0.0
2018-04-04,,,,,,,,,1.000449130198807e-07,3.2017480934733583e-07,7.146065215705765e-08,1.8295703391276334e-07,,,,,,,1.1433704345129224e-07,2.4394271188368447e-07,,,,0.0
2018-04-05,,,,,,,,,4.31236017441657e-08,5.980365631580894e-07,7.18726695736095e-08,2.91351146153941e-07,,,,,,,2.7311614437971607e-07,4.600281255062226e-07,,,,0.0
2018-04-06,,,,,,,,,1.0567118851797396e-07,3.381964751778362e-07,3.019176814799256e-08,2.2546431678522413e-07,,,,,,,1.3586295666596653e-07,4.187194454582734e-07,,,,0.0
2018-04-07,,,,,,,,,3.186409377704764e-08,3.57714372772717e-07,0.0,0.0,,,,,,,1.5932046888523819e-07,3.9178240827488054e-07,,,,0.0
2018-04-08,,,,,,,,,7.918459128667327e-08,2.8801328032623975e-07,1.5836918257334656e-08,0.0,,,,,,,4.751075477200396e-08,2.7107132265999037e-07,,,,0.0
2018-04-09,,,,,,,,,1.473206600048068e-07,4.085785337521305e-07,2.9464132000961357e-08,2.0428926687606526e-07,,,,,,,8.839239600288406e-08,3.614348567807308e-07,,,,0.0
2018-04-10,,,,,,,,,4.2405176371609565e-08,5.125561173572606e-07,1.4135058790536522e-08,1.658269791449961e-07,,,,,,,1.413505879053652e-07,4.6733057759044355e-07,,,,0.0
2018-04-11,,,,,,,,,4.219996521034868e-08,2.1003910087901965e-07,5.6266620280464906e-08,1.9503630795908966e-07,,,,,,,7.033327535058113e-08,4.3508099467796926e-07,,,,0.0
2018-04-12,,,,,,,,,2.2795050442312308e-07,2.886752998914748e-07,9.972834568511635e-08,2.58288426218688e-07,,,,,,,2.137035978966779e-07,4.861899787645892e-07,,,,0.0
2018-04-13,,,,,,,,,5.8114890960119746e-08,3.252985822744245e-07,2.9057445480059873e-08,2.013753128365485e-07,,,,,,,7.264361370014968e-08,3.7176980831362797e-07,,,,0.0
2018-04-14,,,,,,,,,8.011784758531297e-08,4.27801717942182e-07,0.0,0.0,,,,,,,6.409427806825038e-08,2.3956896204762195e-07,,,,0.0
2018-04-15,,,,,,,,,3.0770158134458236e-08,2.466611737963942e-07,0.0,0.0,,,,,,,9.231047440337471e-08,9.866446951855768e-08,,,,0.0
2018-04-16,,,,,,,,,1.3143808379046404e-07,3.425614669329075e-07,1.4604231532273782e-08,0.0,,,,,,,1.1683385225819026e-07,4.204163457812956e-07,,,,0.0
2018-04-17,,,,,,,,,1.1527881991031798e-07,7.066556221513617e-07,2.8819704977579496e-08,3.5332781107568086e-07,,,,,,,1.5850837737668722e-07,4.301382047877854e-07,,,,0.0
2018-04-18,,,,,,,,,5.6519350204943404e-08,6.777861450058993e-07,1.4129837551235851e-08,3.16300201002753e-07,,,,,,,5.086741518444906e-07,2.575587351022417e-06,,,,0.0
2018-04-19,,,,,,,,,7.116547875351785e-08,6.374339168843542e-07,5.693238300281428e-08,2.5800896635795287e-07,,,,,,,2.419626277619607e-07,1.1534518496002598e-06,,,,0.0
2018-04-20,,,,,,,,,4.455819789299729e-08,4.751446601675113e-07,1.4852732630999096e-08,1.2670524271133634e-07,,,,,,,1.0396912841699368e-07,4.909828155064284e-07,,,,0.0
2018-04-21,,,,,,,,,3.3060421209271856e-08,2.648582755727463e-07,0.0,1.2360052860061495e-07,,,,,,,1.4877189544172336e-07,3.7080158580184484e-07,,,,0.0
2018-04-22,,,,,,,,,3.2044045951097804e-08,2.39609582884044e-07,0.0,0.0,,,,,,,3.2044045951097804e-08,1.8826467226603455e-07,,,,0.0
2018-04-23,,,,,,,,,4.385144108186884e-08,6.855765613963338e-07,0.0,3.2720699521188654e-07,,,,,,,8.770288216373769e-08,5.609262775060912e-07,,,,0.0
2018-04-24,,,,,,,,,7.129232263386235e-08,4.2579360324187084e-07,2.851692905354494e-08,1.9768988721944004e-07,,,,,,,5.703385810708988e-08,3.345521168328985e-07,,,,0.0
2018-04-25,,,,,,,,,8.286427549830432e-08,1.4720972432108532e-07,2.762142516610144e-08,2.0609361404951945e-07,,,,,,,9.667498808135505e-08,2.649775037779536e-07,,,,0.0
2018-04-26,,,,,,,,,2.7335776869315756e-08,3.9334611630513325e-07,0.0,0.0,,,,,,,1.0934310747726302e-07,2.767991188813901e-07,,,,0.0
2018-04-27,,,,,,,,,5.824814142194402e-08,3.4151498718340823e-07,0.0,1.5523408508336738e-07,,,,,,,1.3105831819937403e-07,2.1732771911671432e-07,,,,0.0
2018-04-28,,,,,,,,,6.397242021019898e-08,3.073877048675014e-07,1.5993105052549745e-08,2.561564207229178e-07,,,,,,,4.7979315157649236e-08,4.098502731566685e-07,,,,0.0
2018-04-29,,,,,,,,,6.197253241024007e-08,3.4728288762744353e-07,0.0,2.8113376617459713e-07,,,,,,,1.5493133102560018e-08,4.795811305331363e-07,,,,0.0
2018-04-30,,,,,,,,,5.799018991555236e-08,3.8628651952755613e-07,1.449754747888809e-08,0.0,,,,,,,7.248773739444046e-08,4.4809236265196515e-07,,,,0.0
2018-05-01,,,,,,,,,5.733341621834205e-08,2.292807962781429e-07,7.166677027292756e-08,1.6813925060397147e-07,,,,,,,1.8633360270961164e-07,5.655592974860858e-07,,,,0.0
2018-05-02,,,,,,,,,4.2860683149571014e-08,3.654045785376393e-07,4.2860683149571014e-08,2.1315267081362292e-07,,,,,,,1.142951550655227e-07,1.4159427418333523e-06,,,,0.0
2018-05-03,,,,,,,,,5.7291263613675385e-08,3.816861198086775e-07,1.4322815903418846e-08,1.0687211354642971e-07,,,,,,,5.7291263613675385e-08,4.2748845418571883e-07,,,,0.0
2018-05-04,,,,,,,,,4.483098650839854e-08,2.0711866864119796e-07,0.0,0.0,,,,,,,4.483098650839854e-08,4.779661584027646e-07,,,,0.0
2018-05-05,,,,,,,,,1.620793930347159e-08,3.116715380928071e-07,0.0,0.0,,,,,,,1.296635144277727e-07,2.424111962944055e-07,,,,0.0
2018-05-06,,,,,,,,,3.220288642843808e-08,2.4093001325579725e-07,0.0,6.88371466445135e-08,,,,,,,1.932173185706285e-07,1.0325571996677025e-07,,,,0.0
2018-05-07,,,,,,,,,9.045958080487498e-08,4.182781233559458e-07,1.5076596800812497e-08,1.769638214198232e-07,,,,,,,1.0553617760568747e-07,2.4131430193612257e-07,,,,0.0
2018-05-08,,,,,,,,,5.753352787912229e-08,2.914016975314488e-07,0.0,6.134772579609449e-08,,,,,,,1.2945043772802517e-07,2.760647660824252e-07,,,,0.0
2018-05-09,,,,,,,,,8.718344761799782e-08,3.562184040083553e-07,0.0,1.3938981026413905e-07,,,,,,,7.265287301499819e-08,1.8585308035218538e-07,,,,0.0
2018-05-10,,,,,,,,,1.0157475993748684e-07,5.723878404092975e-07,0.0,2.011092412248883e-07,,,,,,,4.353203997320864e-08,1.2375953306146973e-07,,,,0.0
2018-05-11,,,,,,,,,1.4976591736881173e-07,5.269490696378844e-07,4.492977521064352e-08,1.7564968987929482e-07,,,,,,,7.488295868440587e-08,3.992038406347609e-07,,,,0.0
2018-05-12,,,,,,,,,1.6379514396864267e-08,2.1011410509119608e-07,0.0,1.9260459633359642e-07,,,,,,,3.275902879372853e-08,1.2256656130319773e-07,,,,0.0
2018-05-13,,,,,,,,,0.0,1.049784048923296e-07,0.0,6.998560326155307e-08,,,,,,,0.0,1.3997120652310614e-07,,,,
2018-05-14,,,,,,,,,1.1448885021709948e-07,3.9706442330561694e-07,0.0,6.10868343547103e-08,,,,,,,2.862221255427487e-08,1.832605030641309e-07,,,,
2018-05-15,,,,,,,,,8.195959154454038e-08,3.0610589873500863e-07,0.0,1.0203529957833622e-07,,,,,,,8.195959154454038e-08,1.8949412778833867e-07,,,,
2018-05-16,,,,,,,,,4.1117326619403856e-08,6.28368971011615e-07,2.7411551079602568e-08,1.6074555072390153e-07,,,,,,,6.852887769900642e-08,2.6303817391183885e-07,,,,
2018-05-17,,,,,,,,,9.841704340242228e-08,3.7463512786356854e-07,4.217873288675241e-08,2.2478107671814113e-07,,,,,,,7.029788814458735e-08,1.3486864603088468e-07,,,,
2018-05-18,,,,,,,,,4.197636889941165e-08,3.4281915423623044e-07,2.79842459329411e-08,8.943108371379924e-08,,,,,,,1.5391335263117604e-07,1.6395698680863196e-07,,,,
2018-05-19,,,,,,,,,7.853889753567245e-08,5.872655755372946e-07,1.570777950713449e-08,0.0,,,,,,,3.141555901426898e-08,6.711606577569083e-08,,,,
2018-05-20,,,,,,,,,3.09976894632251e-08,4.141708798475533e-07,0.0,0.0,,,,,,,4.649653419483765e-08,1.9880202232682558e-07,,,,
2018-05-21,,,,,,,,,4.443604504446337e-08,3.4732105742843174e-07,1.4812015014821125e-08,1.42085887129813e-07,,,,,,,5.92480600592845e-08,1.7366052871421587e-07,,,,
2018-05-22,,,,,,,,,4.367876666537863e-08,3.1030341064098043e-07,4.367876666537863e-08,2.637578990448333e-07,,,,,,,1.8927465554997404e-07,2.0169721691663727e-07,,,,
2018-05-23,,,,,,,,,9.783227712675211e-08,3.2739988505882944e-07,4.192811876860805e-08,2.232271943582928e-07,,,,,,,8.38562375372161e-08,2.381090073155123e-07,,,,
2018-05-24,,,,,,,,,9.76616453699172e-08,4.3091674923180175e-07,2.7903327248547773e-08,1.0401438774560731e-07,,,,,,,1.2556497261846498e-07,1.1887358599497978e-07,,,,
2018-05-25,,,,,,,,,7.256572295669619e-08,5.102889167705942e-07,0.0,1.7009630559019806e-07,,,,,,,7.256572295669619e-08,7.731650254099912e-08,,,,
2018-05-26,,,,,,,,,6.478913896902631e-08,2.5968187965638827e-07,1.6197284742256577e-08,8.656062655212941e-08,,,,,,,3.2394569484513154e-08,2.423697543459624e-07,,,,
2018-05-27,,,,,,,,,1.5702260272846558e-08,3.0173455629925113e-07,0.0,1.5086727814962556e-07,,,,,,,0.0,2.0115637086616744e-07,,,,
2018-05-28,,,,,,,,,0.0,2.69316291167411e-07,0.0,1.4257921297098232e-07,,,,,,,1.4846704436187862e-08,7.921067387276795e-08,,,,
2018-05-29,,,,,,,,,1.3617329642474152e-07,2.755845278375474e-07,5.44693185698966e-08,1.8855783483621662e-07,,,,,,,2.287711379935657e-06,1.6303000488915958e-05,,,,
2018-05-30,,,,,,,,,1.225320763448355e-07,4.0598265317319524e-07,2.722935029885233e-08,1.3049442423424133e-07,,,,,,,1.0755593368046671e-06,7.902162356406834e-06,,,,
2018-05-31,,,,,,,,,6.627939351915849e-08,4.239270054220264e-07,6.627939351915849e-08,1.130472014458737e-07,,,,,,,8.748879944528919e-07,4.182746453497327e-06,,,,
2018-06-01,,,,,,,,,5.563617933393284e-08,4.447040461960935e-07,5.563617933393284e-08,3.557632369568748e-07,,,,,,,8.623607796759591e-07,3.972689479351768e-06,,,,
2018-06-02,,,,,,,,,4.8251018008019766e-08,1.7178813184168783e-07,0.0,1.5460931865751903e-07,,,,,,,6.433469067735968e-07,3.624729581859613e-06,,,,
2018-06-03,,,,,,,,,1.593689778945506e-08,1.1924908104102812e-07,1.593689778945506e-08,8.51779150293058e-08,,,,,,,7.171604005254777e-07,3.2367607711136208e-06,,,,
2018-06-04,,,,,,,,,1.2874144083987484e-07,5.946534071764785e-07,0.0,2.2871284891403023e-07,,,,,,,4.863565542839716e-07,3.903365954799449e-06,,,,
2018-06-05,,,,,,,,,5.5196502308041744e-08,4.1161925295545196e-07,1.3799125577010436e-08,0.0,,,,,,,4.2777289288732353e-07,2.0727969523828117e-06,,,,
2018-06-06,,,,,,,,,1.8063945756583217e-07,3.999598499563955e-07,5.558137155871759e-08,2.2219991664244194e-07,,,,,,,4.7244165824909957e-07,2.3405057886337218e-06,,,,
2018-06-07,,,,,,,,,2.3566451703198064e-07,1.270751895621976e-06,4.158785594682011e-08,1.4776184832813675e-07,,,,,,,3.4656546622350095e-07,2.216427724922051e-06,,,,
2018-06-08,,,,,,,,,8.380410639283284e-08,6.547899964220191e-07,0.0,0.0,,,,,,,2.095102659820821e-07,9.970665854608018e-07,,,,
2018-06-09,,,,,,,,,3.220314568699889e-08,3.437636436567383e-07,0.0,0.0,,,,,,,1.771173012784939e-07,1.1000436597015626e-06,,,,
2018-06-10,,,,,,,,,0.0,2.668414478149855e-07,0.0,0.0,,,,,,,1.4050774189851875e-07,1.4509503724939836e-06,,,,
2018-06-11,,,,,,,,,7.012764451522786e-08,6.281535739769734e-07,1.4025528903045573e-08,2.542526370859178e-07,,,,,,,1.8233187573959245e-07,9.422303609654601e-07,,,,
2018-06-12,,,,,,,,,5.547254705250782e-08,4.1386632516782465e-07,4.1604410289380864e-08,1.6259034203021681e-07,,,,,,,2.4962646173628516e-07,1.1972561549497784e-06,,,,
2018-06-13,,,,,,,,,1.3967906304848913e-08,1.339609891905687e-07,2.7935812609697825e-08,2.679219783811374e-07,,,,,,,1.6761487565818696e-07,1.3991481093237176e-06,,,,
2018-06-14,,,,,,,,,8.383824801759921e-08,1.1910461024914526e-07,0.0,8.932845768685895e-08,,,,,,,1.2575737202639882e-07,1.0123891871177347e-06,,,,
2018-06-15,,,,,,,,,5.670814465765683e-08,2.8736366673618853e-07,0.0,0.0,,,,,,,1.7012443397297047e-07,6.503493510345319e-07,,,,
2018-06-16,,,,,,,,,1.6091480711504128e-08,1.7190592668201912e-07,0.0,0.0,,,,,,,1.4482332640353715e-07,4.2976481670504784e-07,,,,
2018-06-17,,,,,,,,,1.571175885944446e-08,1.5109036882837813e-07,0.0,2.686051001393389e-07,,,,,,,1.571175885944446e-07,4.0290765020900834e-07,,,,
2018-06-18,,,,,,,,,5.4527455528088864e-08,2.1773460555373046e-07,1.3631863882022216e-08,1.7418768444298438e-07,,,,,,,1.9084609434831102e-07,5.080474129587044e-07,,,,
2018-06-19,,,,,,,,,5.363194887373578e-08,2.567388455600882e-07,0.0,0.0,,,,,,,1.0726389774747155e-07,6.418471139002205e-07,,,,
2018-06-20,,,,,,,,,5.2859814411041695e-08,4.918296969693904e-07,0.0,0.0,,,,,,,7.928972161656255e-08,3.5130692640670743e-07,,,,
2018-06-21,,,,,,,,,6.65393121975023e-08,4.819859385705803e-07,3.9923587318501386e-08,0.0,,,,,,,9.315503707650323e-08,4.961619955873621e-07,,,,
2018-06-22,,,,,,,,,4.134087131756705e-08,4.5546106485210193e-07,0.0,2.0569209380417507e-07,,,,,,,1.3780290439189017e-07,4.5546106485210193e-07,,,,
2018-06-23,,,,,,,,,0.0,2.3154490748151862e-07,0.0,1.4885029766669053e-07,,,,,,,4.65088582864391e-08,4.796287369260029e-07,,,,
2018-06-24,,,,,,,,,0.0,1.322281812137638e-07,0.0,0.0,,,,,,,6.195059597944659e-08,2.9751340773096857e-07,,,,
2018-06-25,,,,,,,,,8.44607648918898e-08,3.5954978075328526e-07,0.0,1.0486868605304153e-07,,,,,,,1.126143531891864e-07,3.4456853988856505e-07,,,,
2018-06-26,,,,,,,,,1.3589277038502988e-08,3.61693760374643e-07,0.0,1.3020975373487147e-07,,,,,,,9.512493926952091e-08,3.4722600995965725e-07,,,,
2018-06-27,,,,,,,,,0.0,1.562097560178282e-07,0.0,0.0,,,,,,,7.994781433068836e-08,3.2662039894636806e-07,,,,
2018-06-28,,,,,,,,,1.34742442852193e-08,2.008108627890357e-07,2.69484885704386e-08,0.0,,,,,,,1.34742442852193e-08,3.442471933526326e-07,,,,
2018-06-29,,,,,,,,,4.287644460746386e-08,2.8923183632059836e-07,0.0,0.0,,,,,,,7.146074101243977e-08,3.5012274923019807e-07,,,,
2018-06-30,,,,,,,,,4.74954553973503e-08,0.0,1.5831818465783435e-08,0.0,,,,,,,7.915909232891718e-08,4.2260512801233355e-07,,,,
2018-07-01,,,,,,,,,1.0636558196970884e-07,2.92138134335761e-07,0.0,0.0,,,,,,,1.0636558196970885e-07,8.439546103033095e-07,,,,
2018-07-02,,,,,,,,,4.188423958471944e-08,1.937249652394079e-07,0.0,0.0,,,,,,,1.2565271875415833e-07,4.917633733000355e-07,,,,
2018-07-03,,,,,,,,,5.579582399782017e-08,2.0811007024859476e-07,2.7897911998910085e-08,0.0,,,,,,,1.5343851599400546e-07,1.159470391385028e-06,,,,
2018-07-04,,,,,,,,,4.631488872222733e-08,4.933827667780648e-07,0.0,0.0,,,,,,,4.631488872222733e-08,2.960296600668389e-07,,,,
2018-07-05,,,,,,,,,5.704005954754057e-08,4.1028131546218834e-07,1.4260014886885142e-08,2.4312966842203755e-07,,,,,,,1.426001488688514e-07,2.1273845986928284e-07,,,,
2018-07-06,,,,,,,,,9.861210505851924e-08,2.855575682855316e-07,5.6349774319153854e-08,2.1041083978933906e-07,,,,,,,1.8313676653725003e-07,5.560857908718247e-07,,,,
2018-07-07,,,,,,,,,0.0,1.5189200478459816e-07,0.0,1.5189200478459816e-07,,,,,,,9.484456256597032e-08,3.206608989897072e-07,,,,
2018-07-08,,,,,,,,,3.206760518178508e-08,1.3681212594602807e-07,0.0,1.7101515743253509e-07,,,,,,,3.206760518178508e-08,3.0782728337856313e-07,,,,
2018-07-09,,,,,,,,,6.978800497728052e-08,2.972094514210483e-07,0.0,1.040233079973669e-07,,,,,,,2.8194354010821326e-06,4.012327594184152e-07,,,,
2018-07-10,,,,,,,,,5.4988634192991275e-08,4.3913530511135637e-07,0.0,3.220325570816613e-07,,,,,,,1.9383493553029423e-06,1.9029196554825444e-07,,,,
2018-07-11,,,,,,,,,6.601541404464994e-08,1.8289684345091003e-07,2.640616561785998e-08,1.2662089161986078e-07,,,,,,,7.657788029179394e-07,6.612424340148286e-07,,,,
2018-07-12,,,,,,,,,5.496294810261033e-08,1.901116107244241e-07,0.0,1.462397005572493e-07,,,,,,,8.24444221539155e-08,6.14206742340447e-07,,,,
2018-07-13,,,,,,,,,2.823034988737996e-08,2.2547982783803416e-07,2.823034988737996e-08,1.6535187374789174e-07,,,,,,,1.1292139954951984e-07,8.417913572619943e-07,,,,
2018-07-14,,,,,,,,,0.0,1.3577103436992822e-07,0.0,0.0,,,,,,,3.183552038317742e-08,4.5822724099850773e-07,,,,
2018-07-15,,,,,,,,,0.0,1.1318889815474769e-07,0.0,0.0,,,,,,,1.5141675356726516e-08,1.2935874074828306e-07,,,,
2018-07-16,,,,,,,,,1.355606545340152e-08,1.8743316565850692e-07,0.0,0.0,,,,,,,2.711213090680304e-08,2.0185110147839205e-07,,,,
2018-07-17,,,,,,,,,1.3511082979234871e-08,2.731208555617174e-07,0.0,0.0,,,,,,,1.4862191277158358e-07,3.018704193050561e-07,,,,
2018-07-18,,,,,,,,,4.116626046773956e-08,2.3360057531149686e-07,0.0,1.3140032361271698e-07,,,,,,,8.233252093547911e-08,4.234010427520881e-07,,,,
2018-07-19,,,,,,,,,5.62487700854866e-08,2.3951571240288553e-07,0.0,5.987892810072138e-08,,,,,,,5.62487700854866e-08,2.544854444280659e-07,,,,
2018-07-20,,,,,,,,,2.8731991147098887e-08,9.178347311905299e-08,0.0,0.0,,,,,,,5.7463982294197775e-08,1.682697007182638e-07,,,,
2018-07-21,,,,,,,,,1.6329888037225353e-08,1.39448214223554e-07,0.0,0.0,,,,,,,1.4696899233502815e-07,2.2660334811327525e-07,,,,
2018-07-22,,,,,,,,,3.210680985276443e-08,8.568608911534922e-08,0.0,0.0,,,,,,,1.6053404926382214e-08,1.5423496040762862e-07,,,,
2018-07-23,,,,,,,,,1.4153239158434812e-08,1.3563807746046456e-07,0.0,1.3563807746046456e-07,,,,,,,5.661295663373925e-08,6.179067973198941e-07,,,,
2018-07-24,,,,,,,,,4.167561708426353e-08,1.1825701808838654e-07,0.0,0.0,,,,,,,4.167561708426353e-08,2.2173190891572475e-07,,,,
2018-07-25,,,,,,,,,9.778002466962085e-08,0.0,0.0,0.0,,,,,,,6.98428747640149e-08,2.675381951275855e-07,,,,
2018-07-26,,,,,,,,,5.6771480823899525e-08,1.963674202402365e-07,0.0,1.0573630320628119e-07,,,,,,,4.257861061792464e-08,1.8126223406791063e-07,,,,
2018-07-27,,,,,,,,,3.008789999456011e-08,2.2435893480852111e-07,0.0,0.0,,,,,,,1.5043949997280054e-08,4.647435078176509e-07,,,,
2018-07-28,,,,,,,,,1.6914105941502564e-08,1.6243419700438131e-07,0.0,1.0828946466958755e-07,,,,,,,3.382821188300513e-08,3.068201498971647e-07,,,,
2018-07-29,,,,,,,,,0.0,0.0,1.6670234374660085e-08,1.2449989282337798e-07,,,,,,,6.668093749864034e-08,2.4899978564675596e-07,,,,
2018-07-30,,,,,,,,,1.4898961056708216e-08,2.5387069105871077e-07,1.4898961056708216e-08,1.2693534552935538e-07,,,,,,,8.939376634024931e-08,1.428022637205248e-07,,,,
